"","num_reps","num_taxa","num_trees","tree_age","recombination_value","recombination_type","speciation_rate","tree_depth_subspersite","uid","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","partition_file","output_alignment_file"
"107",7,50,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0050_007_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_007_500_0_Ancient_0.1_partitions.nex","exp3_00200_0050_007_500_0_Ancient_0.1_output_alignment"
"108",8,50,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0050_008_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_008_500_0_Ancient_0.1_partitions.nex","exp3_00200_0050_008_500_0_Ancient_0.1_output_alignment"
"109",9,50,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0050_009_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_009_500_0_Ancient_0.1_partitions.nex","exp3_00200_0050_009_500_0_Ancient_0.1_output_alignment"
"110",10,50,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0050_010_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_010_500_0_Ancient_0.1_partitions.nex","exp3_00200_0050_010_500_0_Ancient_0.1_output_alignment"
"111",1,100,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0100_001_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_001_500_0_Ancient_0.1_partitions.nex","exp3_00200_0100_001_500_0_Ancient_0.1_output_alignment"
"112",2,100,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0100_002_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_002_500_0_Ancient_0.1_partitions.nex","exp3_00200_0100_002_500_0_Ancient_0.1_output_alignment"
"113",3,100,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0100_003_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_003_500_0_Ancient_0.1_partitions.nex","exp3_00200_0100_003_500_0_Ancient_0.1_output_alignment"
"114",4,100,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0100_004_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_004_500_0_Ancient_0.1_partitions.nex","exp3_00200_0100_004_500_0_Ancient_0.1_output_alignment"
"115",5,100,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0100_005_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_005_500_0_Ancient_0.1_partitions.nex","exp3_00200_0100_005_500_0_Ancient_0.1_output_alignment"
"116",6,100,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0100_006_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_006_500_0_Ancient_0.1_partitions.nex","exp3_00200_0100_006_500_0_Ancient_0.1_output_alignment"
"117",7,100,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0100_007_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_007_500_0_Ancient_0.1_partitions.nex","exp3_00200_0100_007_500_0_Ancient_0.1_output_alignment"
"118",8,100,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0100_008_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_008_500_0_Ancient_0.1_partitions.nex","exp3_00200_0100_008_500_0_Ancient_0.1_output_alignment"
"119",9,100,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0100_009_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_009_500_0_Ancient_0.1_partitions.nex","exp3_00200_0100_009_500_0_Ancient_0.1_output_alignment"
"120",10,100,200,500,0,"Ancient",0.1,0.5,"exp3_00200_0100_010_500_0_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_010_500_0_Ancient_0.1_partitions.nex","exp3_00200_0100_010_500_0_Ancient_0.1_output_alignment"
"121",1,10,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0010_001_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_001_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0010_001_5_0.05_Ancient_0.1_output_alignment"
"122",2,10,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0010_002_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_002_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0010_002_5_0.05_Ancient_0.1_output_alignment"
"123",3,10,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0010_003_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_003_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0010_003_5_0.05_Ancient_0.1_output_alignment"
"124",4,10,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0010_004_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_004_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0010_004_5_0.05_Ancient_0.1_output_alignment"
"125",5,10,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0010_005_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_005_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0010_005_5_0.05_Ancient_0.1_output_alignment"
"126",6,10,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0010_006_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_006_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0010_006_5_0.05_Ancient_0.1_output_alignment"
"127",7,10,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0010_007_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_007_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0010_007_5_0.05_Ancient_0.1_output_alignment"
"128",8,10,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0010_008_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_008_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0010_008_5_0.05_Ancient_0.1_output_alignment"
"129",9,10,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0010_009_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_009_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0010_009_5_0.05_Ancient_0.1_output_alignment"
"130",10,10,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0010_010_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_010_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0010_010_5_0.05_Ancient_0.1_output_alignment"
"131",1,20,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0020_001_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_001_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0020_001_5_0.05_Ancient_0.1_output_alignment"
"132",2,20,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0020_002_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_002_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0020_002_5_0.05_Ancient_0.1_output_alignment"
"133",3,20,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0020_003_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_003_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0020_003_5_0.05_Ancient_0.1_output_alignment"
"134",4,20,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0020_004_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_004_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0020_004_5_0.05_Ancient_0.1_output_alignment"
"135",5,20,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0020_005_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_005_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0020_005_5_0.05_Ancient_0.1_output_alignment"
"136",6,20,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0020_006_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_006_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0020_006_5_0.05_Ancient_0.1_output_alignment"
"137",7,20,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0020_007_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_007_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0020_007_5_0.05_Ancient_0.1_output_alignment"
"138",8,20,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0020_008_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_008_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0020_008_5_0.05_Ancient_0.1_output_alignment"
"139",9,20,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0020_009_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_009_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0020_009_5_0.05_Ancient_0.1_output_alignment"
"140",10,20,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0020_010_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_010_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0020_010_5_0.05_Ancient_0.1_output_alignment"
"141",1,50,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0050_001_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_001_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0050_001_5_0.05_Ancient_0.1_output_alignment"
"142",2,50,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0050_002_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_002_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0050_002_5_0.05_Ancient_0.1_output_alignment"
"143",3,50,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0050_003_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_003_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0050_003_5_0.05_Ancient_0.1_output_alignment"
"144",4,50,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0050_004_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_004_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0050_004_5_0.05_Ancient_0.1_output_alignment"
"145",5,50,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0050_005_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_005_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0050_005_5_0.05_Ancient_0.1_output_alignment"
"146",6,50,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0050_006_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_006_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0050_006_5_0.05_Ancient_0.1_output_alignment"
"147",7,50,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0050_007_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_007_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0050_007_5_0.05_Ancient_0.1_output_alignment"
"148",8,50,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0050_008_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_008_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0050_008_5_0.05_Ancient_0.1_output_alignment"
"149",9,50,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0050_009_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_009_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0050_009_5_0.05_Ancient_0.1_output_alignment"
"150",10,50,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0050_010_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_010_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0050_010_5_0.05_Ancient_0.1_output_alignment"
"151",1,100,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0100_001_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_001_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0100_001_5_0.05_Ancient_0.1_output_alignment"
"152",2,100,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0100_002_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_002_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0100_002_5_0.05_Ancient_0.1_output_alignment"
"153",3,100,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0100_003_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_003_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0100_003_5_0.05_Ancient_0.1_output_alignment"
"154",4,100,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0100_004_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_004_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0100_004_5_0.05_Ancient_0.1_output_alignment"
"155",5,100,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0100_005_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_005_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0100_005_5_0.05_Ancient_0.1_output_alignment"
"156",6,100,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0100_006_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_006_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0100_006_5_0.05_Ancient_0.1_output_alignment"
"157",7,100,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0100_007_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_007_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0100_007_5_0.05_Ancient_0.1_output_alignment"
"158",8,100,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0100_008_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_008_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0100_008_5_0.05_Ancient_0.1_output_alignment"
"159",9,100,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0100_009_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_009_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0100_009_5_0.05_Ancient_0.1_output_alignment"
"160",10,100,200,5,0.05,"Ancient",0.1,0.005,"exp3_00200_0100_010_5_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_010_5_0.05_Ancient_0.1_partitions.nex","exp3_00200_0100_010_5_0.05_Ancient_0.1_output_alignment"
"161",1,10,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0010_001_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_001_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0010_001_50_0.05_Ancient_0.1_output_alignment"
"162",2,10,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0010_002_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_002_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0010_002_50_0.05_Ancient_0.1_output_alignment"
"163",3,10,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0010_003_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_003_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0010_003_50_0.05_Ancient_0.1_output_alignment"
"164",4,10,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0010_004_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_004_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0010_004_50_0.05_Ancient_0.1_output_alignment"
"165",5,10,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0010_005_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_005_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0010_005_50_0.05_Ancient_0.1_output_alignment"
"166",6,10,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0010_006_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_006_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0010_006_50_0.05_Ancient_0.1_output_alignment"
"167",7,10,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0010_007_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_007_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0010_007_50_0.05_Ancient_0.1_output_alignment"
"168",8,10,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0010_008_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_008_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0010_008_50_0.05_Ancient_0.1_output_alignment"
"169",9,10,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0010_009_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_009_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0010_009_50_0.05_Ancient_0.1_output_alignment"
"170",10,10,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0010_010_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_010_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0010_010_50_0.05_Ancient_0.1_output_alignment"
"171",1,20,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0020_001_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_001_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0020_001_50_0.05_Ancient_0.1_output_alignment"
"172",2,20,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0020_002_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_002_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0020_002_50_0.05_Ancient_0.1_output_alignment"
"173",3,20,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0020_003_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_003_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0020_003_50_0.05_Ancient_0.1_output_alignment"
"174",4,20,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0020_004_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_004_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0020_004_50_0.05_Ancient_0.1_output_alignment"
"175",5,20,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0020_005_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_005_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0020_005_50_0.05_Ancient_0.1_output_alignment"
"176",6,20,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0020_006_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_006_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0020_006_50_0.05_Ancient_0.1_output_alignment"
"177",7,20,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0020_007_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_007_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0020_007_50_0.05_Ancient_0.1_output_alignment"
"178",8,20,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0020_008_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_008_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0020_008_50_0.05_Ancient_0.1_output_alignment"
"179",9,20,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0020_009_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_009_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0020_009_50_0.05_Ancient_0.1_output_alignment"
"180",10,20,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0020_010_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_010_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0020_010_50_0.05_Ancient_0.1_output_alignment"
"181",1,50,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0050_001_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_001_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0050_001_50_0.05_Ancient_0.1_output_alignment"
"182",2,50,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0050_002_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_002_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0050_002_50_0.05_Ancient_0.1_output_alignment"
"183",3,50,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0050_003_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_003_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0050_003_50_0.05_Ancient_0.1_output_alignment"
"184",4,50,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0050_004_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_004_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0050_004_50_0.05_Ancient_0.1_output_alignment"
"185",5,50,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0050_005_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_005_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0050_005_50_0.05_Ancient_0.1_output_alignment"
"186",6,50,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0050_006_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_006_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0050_006_50_0.05_Ancient_0.1_output_alignment"
"187",7,50,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0050_007_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_007_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0050_007_50_0.05_Ancient_0.1_output_alignment"
"188",8,50,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0050_008_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_008_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0050_008_50_0.05_Ancient_0.1_output_alignment"
"189",9,50,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0050_009_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_009_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0050_009_50_0.05_Ancient_0.1_output_alignment"
"190",10,50,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0050_010_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_010_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0050_010_50_0.05_Ancient_0.1_output_alignment"
"191",1,100,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0100_001_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_001_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0100_001_50_0.05_Ancient_0.1_output_alignment"
"192",2,100,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0100_002_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_002_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0100_002_50_0.05_Ancient_0.1_output_alignment"
"193",3,100,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0100_003_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_003_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0100_003_50_0.05_Ancient_0.1_output_alignment"
"194",4,100,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0100_004_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_004_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0100_004_50_0.05_Ancient_0.1_output_alignment"
"195",5,100,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0100_005_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_005_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0100_005_50_0.05_Ancient_0.1_output_alignment"
"196",6,100,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0100_006_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_006_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0100_006_50_0.05_Ancient_0.1_output_alignment"
"197",7,100,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0100_007_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_007_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0100_007_50_0.05_Ancient_0.1_output_alignment"
"198",8,100,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0100_008_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_008_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0100_008_50_0.05_Ancient_0.1_output_alignment"
"199",9,100,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0100_009_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_009_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0100_009_50_0.05_Ancient_0.1_output_alignment"
"200",10,100,200,50,0.05,"Ancient",0.1,0.05,"exp3_00200_0100_010_50_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_010_50_0.05_Ancient_0.1_partitions.nex","exp3_00200_0100_010_50_0.05_Ancient_0.1_output_alignment"
"201",1,10,200,500,0.05,"Ancient",0.1,0.5,"exp3_00200_0010_001_500_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_001_500_0.05_Ancient_0.1_partitions.nex","exp3_00200_0010_001_500_0.05_Ancient_0.1_output_alignment"
"202",2,10,200,500,0.05,"Ancient",0.1,0.5,"exp3_00200_0010_002_500_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_002_500_0.05_Ancient_0.1_partitions.nex","exp3_00200_0010_002_500_0.05_Ancient_0.1_output_alignment"
"203",3,10,200,500,0.05,"Ancient",0.1,0.5,"exp3_00200_0010_003_500_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_003_500_0.05_Ancient_0.1_partitions.nex","exp3_00200_0010_003_500_0.05_Ancient_0.1_output_alignment"
"204",4,10,200,500,0.05,"Ancient",0.1,0.5,"exp3_00200_0010_004_500_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_004_500_0.05_Ancient_0.1_partitions.nex","exp3_00200_0010_004_500_0.05_Ancient_0.1_output_alignment"
"205",5,10,200,500,0.05,"Ancient",0.1,0.5,"exp3_00200_0010_005_500_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_005_500_0.05_Ancient_0.1_partitions.nex","exp3_00200_0010_005_500_0.05_Ancient_0.1_output_alignment"
"206",6,10,200,500,0.05,"Ancient",0.1,0.5,"exp3_00200_0010_006_500_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_006_500_0.05_Ancient_0.1_partitions.nex","exp3_00200_0010_006_500_0.05_Ancient_0.1_output_alignment"
"207",7,10,200,500,0.05,"Ancient",0.1,0.5,"exp3_00200_0010_007_500_0.05_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_007_500_0.05_Ancient_0.1_partitions.nex","exp3_00200_0010_007_500_0.05_Ancient_0.1_output_alignment"
