"","num_reps","num_taxa","num_trees","tree_age","recombination_value","recombination_type","speciation_rate","tree_depth_subspersite","uid","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","partition_file","output_alignment_file"
"1055",5,20,200,500,0.4,"Ancient",0.1,0.5,"exp3_00200_0020_005_500_0.4_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_005_500_0.4_Ancient_0.1_partitions.nex","exp3_00200_0020_005_500_0.4_Ancient_0.1_output_alignment"
"1056",6,20,200,500,0.4,"Ancient",0.1,0.5,"exp3_00200_0020_006_500_0.4_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_006_500_0.4_Ancient_0.1_partitions.nex","exp3_00200_0020_006_500_0.4_Ancient_0.1_output_alignment"
"1057",7,20,200,500,0.4,"Ancient",0.1,0.5,"exp3_00200_0020_007_500_0.4_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_007_500_0.4_Ancient_0.1_partitions.nex","exp3_00200_0020_007_500_0.4_Ancient_0.1_output_alignment"
"1058",8,20,200,500,0.4,"Ancient",0.1,0.5,"exp3_00200_0020_008_500_0.4_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_008_500_0.4_Ancient_0.1_partitions.nex","exp3_00200_0020_008_500_0.4_Ancient_0.1_output_alignment"
"1059",9,20,200,500,0.4,"Ancient",0.1,0.5,"exp3_00200_0020_009_500_0.4_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_009_500_0.4_Ancient_0.1_partitions.nex","exp3_00200_0020_009_500_0.4_Ancient_0.1_output_alignment"
"1060",10,20,200,500,0.4,"Ancient",0.1,0.5,"exp3_00200_0020_010_500_0.4_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_010_500_0.4_Ancient_0.1_partitions.nex","exp3_00200_0020_010_500_0.4_Ancient_0.1_output_alignment"
"1061",1,50,200,500,0.4,"Ancient",0.1,0.5,"exp3_00200_0050_001_500_0.4_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_001_500_0.4_Ancient_0.1_partitions.nex","exp3_00200_0050_001_500_0.4_Ancient_0.1_output_alignment"
"1062",2,50,200,500,0.4,"Ancient",0.1,0.5,"exp3_00200_0050_002_500_0.4_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_002_500_0.4_Ancient_0.1_partitions.nex","exp3_00200_0050_002_500_0.4_Ancient_0.1_output_alignment"
"1063",3,50,200,500,0.4,"Ancient",0.1,0.5,"exp3_00200_0050_003_500_0.4_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_003_500_0.4_Ancient_0.1_partitions.nex","exp3_00200_0050_003_500_0.4_Ancient_0.1_output_alignment"
"1064",4,50,200,500,0.4,"Ancient",0.1,0.5,"exp3_00200_0050_004_500_0.4_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_004_500_0.4_Ancient_0.1_partitions.nex","exp3_00200_0050_004_500_0.4_Ancient_0.1_output_alignment"
"1065",5,50,200,500,0.4,"Ancient",0.1,0.5,"exp3_00200_0050_005_500_0.4_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_005_500_0.4_Ancient_0.1_partitions.nex","exp3_00200_0050_005_500_0.4_Ancient_0.1_output_alignment"
"1066",6,50,200,500,0.4,"Ancient",0.1,0.5,"exp3_00200_0050_006_500_0.4_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_006_500_0.4_Ancient_0.1_partitions.nex","exp3_00200_0050_006_500_0.4_Ancient_0.1_output_alignment"
"1067",7,50,200,500,0.4,"Ancient",0.1,0.5,"exp3_00200_0050_007_500_0.4_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_007_500_0.4_Ancient_0.1_partitions.nex","exp3_00200_0050_007_500_0.4_Ancient_0.1_output_alignment"
"1068",8,50,200,500,0.4,"Ancient",0.1,0.5,"exp3_00200_0050_008_500_0.4_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_008_500_0.4_Ancient_0.1_partitions.nex","exp3_00200_0050_008_500_0.4_Ancient_0.1_output_alignment"
"1069",9,50,200,500,0.4,"Ancient",0.1,0.5,"exp3_00200_0050_009_500_0.4_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_009_500_0.4_Ancient_0.1_partitions.nex","exp3_00200_0050_009_500_0.4_Ancient_0.1_output_alignment"
"1070",10,50,200,500,0.4,"Ancient",0.1,0.5,"exp3_00200_0050_010_500_0.4_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_010_500_0.4_Ancient_0.1_partitions.nex","exp3_00200_0050_010_500_0.4_Ancient_0.1_output_alignment"
"1071",1,100,200,500,0.4,"Ancient",0.1,0.5,"exp3_00200_0100_001_500_0.4_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_001_500_0.4_Ancient_0.1_partitions.nex","exp3_00200_0100_001_500_0.4_Ancient_0.1_output_alignment"
"1072",2,100,200,500,0.4,"Ancient",0.1,0.5,"exp3_00200_0100_002_500_0.4_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_002_500_0.4_Ancient_0.1_partitions.nex","exp3_00200_0100_002_500_0.4_Ancient_0.1_output_alignment"
"1073",3,100,200,500,0.4,"Ancient",0.1,0.5,"exp3_00200_0100_003_500_0.4_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_003_500_0.4_Ancient_0.1_partitions.nex","exp3_00200_0100_003_500_0.4_Ancient_0.1_output_alignment"
"1074",4,100,200,500,0.4,"Ancient",0.1,0.5,"exp3_00200_0100_004_500_0.4_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_004_500_0.4_Ancient_0.1_partitions.nex","exp3_00200_0100_004_500_0.4_Ancient_0.1_output_alignment"
"1075",5,100,200,500,0.4,"Ancient",0.1,0.5,"exp3_00200_0100_005_500_0.4_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_005_500_0.4_Ancient_0.1_partitions.nex","exp3_00200_0100_005_500_0.4_Ancient_0.1_output_alignment"
"1076",6,100,200,500,0.4,"Ancient",0.1,0.5,"exp3_00200_0100_006_500_0.4_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_006_500_0.4_Ancient_0.1_partitions.nex","exp3_00200_0100_006_500_0.4_Ancient_0.1_output_alignment"
"1077",7,100,200,500,0.4,"Ancient",0.1,0.5,"exp3_00200_0100_007_500_0.4_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_007_500_0.4_Ancient_0.1_partitions.nex","exp3_00200_0100_007_500_0.4_Ancient_0.1_output_alignment"
"1078",8,100,200,500,0.4,"Ancient",0.1,0.5,"exp3_00200_0100_008_500_0.4_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_008_500_0.4_Ancient_0.1_partitions.nex","exp3_00200_0100_008_500_0.4_Ancient_0.1_output_alignment"
"1079",9,100,200,500,0.4,"Ancient",0.1,0.5,"exp3_00200_0100_009_500_0.4_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_009_500_0.4_Ancient_0.1_partitions.nex","exp3_00200_0100_009_500_0.4_Ancient_0.1_output_alignment"
"1080",10,100,200,500,0.4,"Ancient",0.1,0.5,"exp3_00200_0100_010_500_0.4_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_010_500_0.4_Ancient_0.1_partitions.nex","exp3_00200_0100_010_500_0.4_Ancient_0.1_output_alignment"
"1081",1,10,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0010_001_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_001_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0010_001_5_0.45_Ancient_0.1_output_alignment"
"1082",2,10,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0010_002_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_002_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0010_002_5_0.45_Ancient_0.1_output_alignment"
"1083",3,10,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0010_003_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_003_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0010_003_5_0.45_Ancient_0.1_output_alignment"
"1084",4,10,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0010_004_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_004_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0010_004_5_0.45_Ancient_0.1_output_alignment"
"1085",5,10,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0010_005_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_005_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0010_005_5_0.45_Ancient_0.1_output_alignment"
"1086",6,10,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0010_006_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_006_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0010_006_5_0.45_Ancient_0.1_output_alignment"
"1087",7,10,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0010_007_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_007_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0010_007_5_0.45_Ancient_0.1_output_alignment"
"1088",8,10,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0010_008_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_008_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0010_008_5_0.45_Ancient_0.1_output_alignment"
"1089",9,10,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0010_009_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_009_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0010_009_5_0.45_Ancient_0.1_output_alignment"
"1090",10,10,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0010_010_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_010_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0010_010_5_0.45_Ancient_0.1_output_alignment"
"1091",1,20,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0020_001_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_001_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0020_001_5_0.45_Ancient_0.1_output_alignment"
"1092",2,20,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0020_002_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_002_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0020_002_5_0.45_Ancient_0.1_output_alignment"
"1093",3,20,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0020_003_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_003_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0020_003_5_0.45_Ancient_0.1_output_alignment"
"1094",4,20,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0020_004_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_004_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0020_004_5_0.45_Ancient_0.1_output_alignment"
"1095",5,20,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0020_005_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_005_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0020_005_5_0.45_Ancient_0.1_output_alignment"
"1096",6,20,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0020_006_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_006_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0020_006_5_0.45_Ancient_0.1_output_alignment"
"1097",7,20,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0020_007_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_007_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0020_007_5_0.45_Ancient_0.1_output_alignment"
"1098",8,20,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0020_008_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_008_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0020_008_5_0.45_Ancient_0.1_output_alignment"
"1099",9,20,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0020_009_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_009_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0020_009_5_0.45_Ancient_0.1_output_alignment"
"1100",10,20,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0020_010_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_010_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0020_010_5_0.45_Ancient_0.1_output_alignment"
"1101",1,50,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0050_001_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_001_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0050_001_5_0.45_Ancient_0.1_output_alignment"
"1102",2,50,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0050_002_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_002_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0050_002_5_0.45_Ancient_0.1_output_alignment"
"1103",3,50,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0050_003_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_003_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0050_003_5_0.45_Ancient_0.1_output_alignment"
"1104",4,50,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0050_004_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_004_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0050_004_5_0.45_Ancient_0.1_output_alignment"
"1105",5,50,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0050_005_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_005_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0050_005_5_0.45_Ancient_0.1_output_alignment"
"1106",6,50,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0050_006_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_006_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0050_006_5_0.45_Ancient_0.1_output_alignment"
"1107",7,50,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0050_007_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_007_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0050_007_5_0.45_Ancient_0.1_output_alignment"
"1108",8,50,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0050_008_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_008_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0050_008_5_0.45_Ancient_0.1_output_alignment"
"1109",9,50,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0050_009_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_009_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0050_009_5_0.45_Ancient_0.1_output_alignment"
"1110",10,50,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0050_010_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_010_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0050_010_5_0.45_Ancient_0.1_output_alignment"
"1111",1,100,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0100_001_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_001_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0100_001_5_0.45_Ancient_0.1_output_alignment"
"1112",2,100,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0100_002_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_002_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0100_002_5_0.45_Ancient_0.1_output_alignment"
"1113",3,100,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0100_003_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_003_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0100_003_5_0.45_Ancient_0.1_output_alignment"
"1114",4,100,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0100_004_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_004_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0100_004_5_0.45_Ancient_0.1_output_alignment"
"1115",5,100,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0100_005_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_005_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0100_005_5_0.45_Ancient_0.1_output_alignment"
"1116",6,100,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0100_006_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_006_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0100_006_5_0.45_Ancient_0.1_output_alignment"
"1117",7,100,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0100_007_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_007_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0100_007_5_0.45_Ancient_0.1_output_alignment"
"1118",8,100,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0100_008_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_008_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0100_008_5_0.45_Ancient_0.1_output_alignment"
"1119",9,100,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0100_009_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_009_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0100_009_5_0.45_Ancient_0.1_output_alignment"
"1120",10,100,200,5,0.45,"Ancient",0.1,0.005,"exp3_00200_0100_010_5_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_010_5_0.45_Ancient_0.1_partitions.nex","exp3_00200_0100_010_5_0.45_Ancient_0.1_output_alignment"
"1121",1,10,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0010_001_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_001_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0010_001_50_0.45_Ancient_0.1_output_alignment"
"1122",2,10,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0010_002_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_002_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0010_002_50_0.45_Ancient_0.1_output_alignment"
"1123",3,10,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0010_003_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_003_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0010_003_50_0.45_Ancient_0.1_output_alignment"
"1124",4,10,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0010_004_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_004_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0010_004_50_0.45_Ancient_0.1_output_alignment"
"1125",5,10,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0010_005_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_005_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0010_005_50_0.45_Ancient_0.1_output_alignment"
"1126",6,10,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0010_006_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_006_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0010_006_50_0.45_Ancient_0.1_output_alignment"
"1127",7,10,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0010_007_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_007_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0010_007_50_0.45_Ancient_0.1_output_alignment"
"1128",8,10,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0010_008_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_008_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0010_008_50_0.45_Ancient_0.1_output_alignment"
"1129",9,10,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0010_009_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_009_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0010_009_50_0.45_Ancient_0.1_output_alignment"
"1130",10,10,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0010_010_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0010_010_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0010_010_50_0.45_Ancient_0.1_output_alignment"
"1131",1,20,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0020_001_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_001_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0020_001_50_0.45_Ancient_0.1_output_alignment"
"1132",2,20,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0020_002_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_002_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0020_002_50_0.45_Ancient_0.1_output_alignment"
"1133",3,20,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0020_003_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_003_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0020_003_50_0.45_Ancient_0.1_output_alignment"
"1134",4,20,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0020_004_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_004_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0020_004_50_0.45_Ancient_0.1_output_alignment"
"1135",5,20,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0020_005_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_005_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0020_005_50_0.45_Ancient_0.1_output_alignment"
"1136",6,20,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0020_006_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_006_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0020_006_50_0.45_Ancient_0.1_output_alignment"
"1137",7,20,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0020_007_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_007_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0020_007_50_0.45_Ancient_0.1_output_alignment"
"1138",8,20,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0020_008_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_008_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0020_008_50_0.45_Ancient_0.1_output_alignment"
"1139",9,20,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0020_009_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_009_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0020_009_50_0.45_Ancient_0.1_output_alignment"
"1140",10,20,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0020_010_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0020_010_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0020_010_50_0.45_Ancient_0.1_output_alignment"
"1141",1,50,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0050_001_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_001_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0050_001_50_0.45_Ancient_0.1_output_alignment"
"1142",2,50,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0050_002_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_002_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0050_002_50_0.45_Ancient_0.1_output_alignment"
"1143",3,50,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0050_003_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_003_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0050_003_50_0.45_Ancient_0.1_output_alignment"
"1144",4,50,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0050_004_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_004_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0050_004_50_0.45_Ancient_0.1_output_alignment"
"1145",5,50,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0050_005_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_005_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0050_005_50_0.45_Ancient_0.1_output_alignment"
"1146",6,50,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0050_006_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_006_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0050_006_50_0.45_Ancient_0.1_output_alignment"
"1147",7,50,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0050_007_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_007_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0050_007_50_0.45_Ancient_0.1_output_alignment"
"1148",8,50,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0050_008_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_008_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0050_008_50_0.45_Ancient_0.1_output_alignment"
"1149",9,50,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0050_009_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_009_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0050_009_50_0.45_Ancient_0.1_output_alignment"
"1150",10,50,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0050_010_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0050_010_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0050_010_50_0.45_Ancient_0.1_output_alignment"
"1151",1,100,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0100_001_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_001_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0100_001_50_0.45_Ancient_0.1_output_alignment"
"1152",2,100,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0100_002_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_002_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0100_002_50_0.45_Ancient_0.1_output_alignment"
"1153",3,100,200,50,0.45,"Ancient",0.1,0.05,"exp3_00200_0100_003_50_0.45_Ancient_0.1","JC",200,40000,"DNA","exp3_00200_0100_003_50_0.45_Ancient_0.1_partitions.nex","exp3_00200_0100_003_50_0.45_Ancient_0.1_output_alignment"
