"","num_reps","num_taxa","num_trees","tree_depth","uid","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","tree_file","partition_file","output_alignment_file"
"10411",11,100,1250,0.01,"exp1_01250_0100_011_0.01","JC",NA,10000,"DNA","exp1_01250_0100_011_0.01_random_trees.phy","exp1_01250_0100_011_0.01_partitions.nex","exp1_01250_0100_011_0.01_output_alignment"
"10412",12,100,1250,0.01,"exp1_01250_0100_012_0.01","JC",NA,10000,"DNA","exp1_01250_0100_012_0.01_random_trees.phy","exp1_01250_0100_012_0.01_partitions.nex","exp1_01250_0100_012_0.01_output_alignment"
"10413",13,100,1250,0.01,"exp1_01250_0100_013_0.01","JC",NA,10000,"DNA","exp1_01250_0100_013_0.01_random_trees.phy","exp1_01250_0100_013_0.01_partitions.nex","exp1_01250_0100_013_0.01_output_alignment"
"10414",14,100,1250,0.01,"exp1_01250_0100_014_0.01","JC",NA,10000,"DNA","exp1_01250_0100_014_0.01_random_trees.phy","exp1_01250_0100_014_0.01_partitions.nex","exp1_01250_0100_014_0.01_output_alignment"
"10415",15,100,1250,0.01,"exp1_01250_0100_015_0.01","JC",NA,10000,"DNA","exp1_01250_0100_015_0.01_random_trees.phy","exp1_01250_0100_015_0.01_partitions.nex","exp1_01250_0100_015_0.01_output_alignment"
"10416",16,100,1250,0.01,"exp1_01250_0100_016_0.01","JC",NA,10000,"DNA","exp1_01250_0100_016_0.01_random_trees.phy","exp1_01250_0100_016_0.01_partitions.nex","exp1_01250_0100_016_0.01_output_alignment"
"10417",17,100,1250,0.01,"exp1_01250_0100_017_0.01","JC",NA,10000,"DNA","exp1_01250_0100_017_0.01_random_trees.phy","exp1_01250_0100_017_0.01_partitions.nex","exp1_01250_0100_017_0.01_output_alignment"
"10418",18,100,1250,0.01,"exp1_01250_0100_018_0.01","JC",NA,10000,"DNA","exp1_01250_0100_018_0.01_random_trees.phy","exp1_01250_0100_018_0.01_partitions.nex","exp1_01250_0100_018_0.01_output_alignment"
"10419",19,100,1250,0.01,"exp1_01250_0100_019_0.01","JC",NA,10000,"DNA","exp1_01250_0100_019_0.01_random_trees.phy","exp1_01250_0100_019_0.01_partitions.nex","exp1_01250_0100_019_0.01_output_alignment"
"10420",20,100,1250,0.01,"exp1_01250_0100_020_0.01","JC",NA,10000,"DNA","exp1_01250_0100_020_0.01_random_trees.phy","exp1_01250_0100_020_0.01_partitions.nex","exp1_01250_0100_020_0.01_output_alignment"
"10421",21,100,1250,0.01,"exp1_01250_0100_021_0.01","JC",NA,10000,"DNA","exp1_01250_0100_021_0.01_random_trees.phy","exp1_01250_0100_021_0.01_partitions.nex","exp1_01250_0100_021_0.01_output_alignment"
"10422",22,100,1250,0.01,"exp1_01250_0100_022_0.01","JC",NA,10000,"DNA","exp1_01250_0100_022_0.01_random_trees.phy","exp1_01250_0100_022_0.01_partitions.nex","exp1_01250_0100_022_0.01_output_alignment"
"10423",23,100,1250,0.01,"exp1_01250_0100_023_0.01","JC",NA,10000,"DNA","exp1_01250_0100_023_0.01_random_trees.phy","exp1_01250_0100_023_0.01_partitions.nex","exp1_01250_0100_023_0.01_output_alignment"
"10424",24,100,1250,0.01,"exp1_01250_0100_024_0.01","JC",NA,10000,"DNA","exp1_01250_0100_024_0.01_random_trees.phy","exp1_01250_0100_024_0.01_partitions.nex","exp1_01250_0100_024_0.01_output_alignment"
"10425",25,100,1250,0.01,"exp1_01250_0100_025_0.01","JC",NA,10000,"DNA","exp1_01250_0100_025_0.01_random_trees.phy","exp1_01250_0100_025_0.01_partitions.nex","exp1_01250_0100_025_0.01_output_alignment"
"10426",26,100,1250,0.01,"exp1_01250_0100_026_0.01","JC",NA,10000,"DNA","exp1_01250_0100_026_0.01_random_trees.phy","exp1_01250_0100_026_0.01_partitions.nex","exp1_01250_0100_026_0.01_output_alignment"
"10427",27,100,1250,0.01,"exp1_01250_0100_027_0.01","JC",NA,10000,"DNA","exp1_01250_0100_027_0.01_random_trees.phy","exp1_01250_0100_027_0.01_partitions.nex","exp1_01250_0100_027_0.01_output_alignment"
"10428",28,100,1250,0.01,"exp1_01250_0100_028_0.01","JC",NA,10000,"DNA","exp1_01250_0100_028_0.01_random_trees.phy","exp1_01250_0100_028_0.01_partitions.nex","exp1_01250_0100_028_0.01_output_alignment"
"10429",29,100,1250,0.01,"exp1_01250_0100_029_0.01","JC",NA,10000,"DNA","exp1_01250_0100_029_0.01_random_trees.phy","exp1_01250_0100_029_0.01_partitions.nex","exp1_01250_0100_029_0.01_output_alignment"
"10430",30,100,1250,0.01,"exp1_01250_0100_030_0.01","JC",NA,10000,"DNA","exp1_01250_0100_030_0.01_random_trees.phy","exp1_01250_0100_030_0.01_partitions.nex","exp1_01250_0100_030_0.01_output_alignment"
"10431",31,100,1250,0.01,"exp1_01250_0100_031_0.01","JC",NA,10000,"DNA","exp1_01250_0100_031_0.01_random_trees.phy","exp1_01250_0100_031_0.01_partitions.nex","exp1_01250_0100_031_0.01_output_alignment"
"10432",32,100,1250,0.01,"exp1_01250_0100_032_0.01","JC",NA,10000,"DNA","exp1_01250_0100_032_0.01_random_trees.phy","exp1_01250_0100_032_0.01_partitions.nex","exp1_01250_0100_032_0.01_output_alignment"
"10433",33,100,1250,0.01,"exp1_01250_0100_033_0.01","JC",NA,10000,"DNA","exp1_01250_0100_033_0.01_random_trees.phy","exp1_01250_0100_033_0.01_partitions.nex","exp1_01250_0100_033_0.01_output_alignment"
"10434",34,100,1250,0.01,"exp1_01250_0100_034_0.01","JC",NA,10000,"DNA","exp1_01250_0100_034_0.01_random_trees.phy","exp1_01250_0100_034_0.01_partitions.nex","exp1_01250_0100_034_0.01_output_alignment"
"10435",35,100,1250,0.01,"exp1_01250_0100_035_0.01","JC",NA,10000,"DNA","exp1_01250_0100_035_0.01_random_trees.phy","exp1_01250_0100_035_0.01_partitions.nex","exp1_01250_0100_035_0.01_output_alignment"
"10436",36,100,1250,0.01,"exp1_01250_0100_036_0.01","JC",NA,10000,"DNA","exp1_01250_0100_036_0.01_random_trees.phy","exp1_01250_0100_036_0.01_partitions.nex","exp1_01250_0100_036_0.01_output_alignment"
"10437",37,100,1250,0.01,"exp1_01250_0100_037_0.01","JC",NA,10000,"DNA","exp1_01250_0100_037_0.01_random_trees.phy","exp1_01250_0100_037_0.01_partitions.nex","exp1_01250_0100_037_0.01_output_alignment"
"10438",38,100,1250,0.01,"exp1_01250_0100_038_0.01","JC",NA,10000,"DNA","exp1_01250_0100_038_0.01_random_trees.phy","exp1_01250_0100_038_0.01_partitions.nex","exp1_01250_0100_038_0.01_output_alignment"
"10439",39,100,1250,0.01,"exp1_01250_0100_039_0.01","JC",NA,10000,"DNA","exp1_01250_0100_039_0.01_random_trees.phy","exp1_01250_0100_039_0.01_partitions.nex","exp1_01250_0100_039_0.01_output_alignment"
"10440",40,100,1250,0.01,"exp1_01250_0100_040_0.01","JC",NA,10000,"DNA","exp1_01250_0100_040_0.01_random_trees.phy","exp1_01250_0100_040_0.01_partitions.nex","exp1_01250_0100_040_0.01_output_alignment"
"10441",41,100,1250,0.01,"exp1_01250_0100_041_0.01","JC",NA,10000,"DNA","exp1_01250_0100_041_0.01_random_trees.phy","exp1_01250_0100_041_0.01_partitions.nex","exp1_01250_0100_041_0.01_output_alignment"
"10442",42,100,1250,0.01,"exp1_01250_0100_042_0.01","JC",NA,10000,"DNA","exp1_01250_0100_042_0.01_random_trees.phy","exp1_01250_0100_042_0.01_partitions.nex","exp1_01250_0100_042_0.01_output_alignment"
"10443",43,100,1250,0.01,"exp1_01250_0100_043_0.01","JC",NA,10000,"DNA","exp1_01250_0100_043_0.01_random_trees.phy","exp1_01250_0100_043_0.01_partitions.nex","exp1_01250_0100_043_0.01_output_alignment"
"10444",44,100,1250,0.01,"exp1_01250_0100_044_0.01","JC",NA,10000,"DNA","exp1_01250_0100_044_0.01_random_trees.phy","exp1_01250_0100_044_0.01_partitions.nex","exp1_01250_0100_044_0.01_output_alignment"
"10445",45,100,1250,0.01,"exp1_01250_0100_045_0.01","JC",NA,10000,"DNA","exp1_01250_0100_045_0.01_random_trees.phy","exp1_01250_0100_045_0.01_partitions.nex","exp1_01250_0100_045_0.01_output_alignment"
"10446",46,100,1250,0.01,"exp1_01250_0100_046_0.01","JC",NA,10000,"DNA","exp1_01250_0100_046_0.01_random_trees.phy","exp1_01250_0100_046_0.01_partitions.nex","exp1_01250_0100_046_0.01_output_alignment"
"10447",47,100,1250,0.01,"exp1_01250_0100_047_0.01","JC",NA,10000,"DNA","exp1_01250_0100_047_0.01_random_trees.phy","exp1_01250_0100_047_0.01_partitions.nex","exp1_01250_0100_047_0.01_output_alignment"
"10448",48,100,1250,0.01,"exp1_01250_0100_048_0.01","JC",NA,10000,"DNA","exp1_01250_0100_048_0.01_random_trees.phy","exp1_01250_0100_048_0.01_partitions.nex","exp1_01250_0100_048_0.01_output_alignment"
"10449",49,100,1250,0.01,"exp1_01250_0100_049_0.01","JC",NA,10000,"DNA","exp1_01250_0100_049_0.01_random_trees.phy","exp1_01250_0100_049_0.01_partitions.nex","exp1_01250_0100_049_0.01_output_alignment"
"10450",50,100,1250,0.01,"exp1_01250_0100_050_0.01","JC",NA,10000,"DNA","exp1_01250_0100_050_0.01_random_trees.phy","exp1_01250_0100_050_0.01_partitions.nex","exp1_01250_0100_050_0.01_output_alignment"
"10451",51,100,1250,0.01,"exp1_01250_0100_051_0.01","JC",NA,10000,"DNA","exp1_01250_0100_051_0.01_random_trees.phy","exp1_01250_0100_051_0.01_partitions.nex","exp1_01250_0100_051_0.01_output_alignment"
"10452",52,100,1250,0.01,"exp1_01250_0100_052_0.01","JC",NA,10000,"DNA","exp1_01250_0100_052_0.01_random_trees.phy","exp1_01250_0100_052_0.01_partitions.nex","exp1_01250_0100_052_0.01_output_alignment"
"10453",53,100,1250,0.01,"exp1_01250_0100_053_0.01","JC",NA,10000,"DNA","exp1_01250_0100_053_0.01_random_trees.phy","exp1_01250_0100_053_0.01_partitions.nex","exp1_01250_0100_053_0.01_output_alignment"
"10454",54,100,1250,0.01,"exp1_01250_0100_054_0.01","JC",NA,10000,"DNA","exp1_01250_0100_054_0.01_random_trees.phy","exp1_01250_0100_054_0.01_partitions.nex","exp1_01250_0100_054_0.01_output_alignment"
"10455",55,100,1250,0.01,"exp1_01250_0100_055_0.01","JC",NA,10000,"DNA","exp1_01250_0100_055_0.01_random_trees.phy","exp1_01250_0100_055_0.01_partitions.nex","exp1_01250_0100_055_0.01_output_alignment"
"10456",56,100,1250,0.01,"exp1_01250_0100_056_0.01","JC",NA,10000,"DNA","exp1_01250_0100_056_0.01_random_trees.phy","exp1_01250_0100_056_0.01_partitions.nex","exp1_01250_0100_056_0.01_output_alignment"
"10457",57,100,1250,0.01,"exp1_01250_0100_057_0.01","JC",NA,10000,"DNA","exp1_01250_0100_057_0.01_random_trees.phy","exp1_01250_0100_057_0.01_partitions.nex","exp1_01250_0100_057_0.01_output_alignment"
"10458",58,100,1250,0.01,"exp1_01250_0100_058_0.01","JC",NA,10000,"DNA","exp1_01250_0100_058_0.01_random_trees.phy","exp1_01250_0100_058_0.01_partitions.nex","exp1_01250_0100_058_0.01_output_alignment"
"10459",59,100,1250,0.01,"exp1_01250_0100_059_0.01","JC",NA,10000,"DNA","exp1_01250_0100_059_0.01_random_trees.phy","exp1_01250_0100_059_0.01_partitions.nex","exp1_01250_0100_059_0.01_output_alignment"
"10460",60,100,1250,0.01,"exp1_01250_0100_060_0.01","JC",NA,10000,"DNA","exp1_01250_0100_060_0.01_random_trees.phy","exp1_01250_0100_060_0.01_partitions.nex","exp1_01250_0100_060_0.01_output_alignment"
"10461",61,100,1250,0.01,"exp1_01250_0100_061_0.01","JC",NA,10000,"DNA","exp1_01250_0100_061_0.01_random_trees.phy","exp1_01250_0100_061_0.01_partitions.nex","exp1_01250_0100_061_0.01_output_alignment"
"10462",62,100,1250,0.01,"exp1_01250_0100_062_0.01","JC",NA,10000,"DNA","exp1_01250_0100_062_0.01_random_trees.phy","exp1_01250_0100_062_0.01_partitions.nex","exp1_01250_0100_062_0.01_output_alignment"
"10463",63,100,1250,0.01,"exp1_01250_0100_063_0.01","JC",NA,10000,"DNA","exp1_01250_0100_063_0.01_random_trees.phy","exp1_01250_0100_063_0.01_partitions.nex","exp1_01250_0100_063_0.01_output_alignment"
"10464",64,100,1250,0.01,"exp1_01250_0100_064_0.01","JC",NA,10000,"DNA","exp1_01250_0100_064_0.01_random_trees.phy","exp1_01250_0100_064_0.01_partitions.nex","exp1_01250_0100_064_0.01_output_alignment"
"10465",65,100,1250,0.01,"exp1_01250_0100_065_0.01","JC",NA,10000,"DNA","exp1_01250_0100_065_0.01_random_trees.phy","exp1_01250_0100_065_0.01_partitions.nex","exp1_01250_0100_065_0.01_output_alignment"
"10466",66,100,1250,0.01,"exp1_01250_0100_066_0.01","JC",NA,10000,"DNA","exp1_01250_0100_066_0.01_random_trees.phy","exp1_01250_0100_066_0.01_partitions.nex","exp1_01250_0100_066_0.01_output_alignment"
"10467",67,100,1250,0.01,"exp1_01250_0100_067_0.01","JC",NA,10000,"DNA","exp1_01250_0100_067_0.01_random_trees.phy","exp1_01250_0100_067_0.01_partitions.nex","exp1_01250_0100_067_0.01_output_alignment"
"10468",68,100,1250,0.01,"exp1_01250_0100_068_0.01","JC",NA,10000,"DNA","exp1_01250_0100_068_0.01_random_trees.phy","exp1_01250_0100_068_0.01_partitions.nex","exp1_01250_0100_068_0.01_output_alignment"
"10469",69,100,1250,0.01,"exp1_01250_0100_069_0.01","JC",NA,10000,"DNA","exp1_01250_0100_069_0.01_random_trees.phy","exp1_01250_0100_069_0.01_partitions.nex","exp1_01250_0100_069_0.01_output_alignment"
"10470",70,100,1250,0.01,"exp1_01250_0100_070_0.01","JC",NA,10000,"DNA","exp1_01250_0100_070_0.01_random_trees.phy","exp1_01250_0100_070_0.01_partitions.nex","exp1_01250_0100_070_0.01_output_alignment"
"10471",71,100,1250,0.01,"exp1_01250_0100_071_0.01","JC",NA,10000,"DNA","exp1_01250_0100_071_0.01_random_trees.phy","exp1_01250_0100_071_0.01_partitions.nex","exp1_01250_0100_071_0.01_output_alignment"
"10472",72,100,1250,0.01,"exp1_01250_0100_072_0.01","JC",NA,10000,"DNA","exp1_01250_0100_072_0.01_random_trees.phy","exp1_01250_0100_072_0.01_partitions.nex","exp1_01250_0100_072_0.01_output_alignment"
"10473",73,100,1250,0.01,"exp1_01250_0100_073_0.01","JC",NA,10000,"DNA","exp1_01250_0100_073_0.01_random_trees.phy","exp1_01250_0100_073_0.01_partitions.nex","exp1_01250_0100_073_0.01_output_alignment"
"10474",74,100,1250,0.01,"exp1_01250_0100_074_0.01","JC",NA,10000,"DNA","exp1_01250_0100_074_0.01_random_trees.phy","exp1_01250_0100_074_0.01_partitions.nex","exp1_01250_0100_074_0.01_output_alignment"
"10475",75,100,1250,0.01,"exp1_01250_0100_075_0.01","JC",NA,10000,"DNA","exp1_01250_0100_075_0.01_random_trees.phy","exp1_01250_0100_075_0.01_partitions.nex","exp1_01250_0100_075_0.01_output_alignment"
"10476",76,100,1250,0.01,"exp1_01250_0100_076_0.01","JC",NA,10000,"DNA","exp1_01250_0100_076_0.01_random_trees.phy","exp1_01250_0100_076_0.01_partitions.nex","exp1_01250_0100_076_0.01_output_alignment"
"10477",77,100,1250,0.01,"exp1_01250_0100_077_0.01","JC",NA,10000,"DNA","exp1_01250_0100_077_0.01_random_trees.phy","exp1_01250_0100_077_0.01_partitions.nex","exp1_01250_0100_077_0.01_output_alignment"
"10478",78,100,1250,0.01,"exp1_01250_0100_078_0.01","JC",NA,10000,"DNA","exp1_01250_0100_078_0.01_random_trees.phy","exp1_01250_0100_078_0.01_partitions.nex","exp1_01250_0100_078_0.01_output_alignment"
"10479",79,100,1250,0.01,"exp1_01250_0100_079_0.01","JC",NA,10000,"DNA","exp1_01250_0100_079_0.01_random_trees.phy","exp1_01250_0100_079_0.01_partitions.nex","exp1_01250_0100_079_0.01_output_alignment"
"10480",80,100,1250,0.01,"exp1_01250_0100_080_0.01","JC",NA,10000,"DNA","exp1_01250_0100_080_0.01_random_trees.phy","exp1_01250_0100_080_0.01_partitions.nex","exp1_01250_0100_080_0.01_output_alignment"
"10481",81,100,1250,0.01,"exp1_01250_0100_081_0.01","JC",NA,10000,"DNA","exp1_01250_0100_081_0.01_random_trees.phy","exp1_01250_0100_081_0.01_partitions.nex","exp1_01250_0100_081_0.01_output_alignment"
"10482",82,100,1250,0.01,"exp1_01250_0100_082_0.01","JC",NA,10000,"DNA","exp1_01250_0100_082_0.01_random_trees.phy","exp1_01250_0100_082_0.01_partitions.nex","exp1_01250_0100_082_0.01_output_alignment"
"10483",83,100,1250,0.01,"exp1_01250_0100_083_0.01","JC",NA,10000,"DNA","exp1_01250_0100_083_0.01_random_trees.phy","exp1_01250_0100_083_0.01_partitions.nex","exp1_01250_0100_083_0.01_output_alignment"
"10484",84,100,1250,0.01,"exp1_01250_0100_084_0.01","JC",NA,10000,"DNA","exp1_01250_0100_084_0.01_random_trees.phy","exp1_01250_0100_084_0.01_partitions.nex","exp1_01250_0100_084_0.01_output_alignment"
"10485",85,100,1250,0.01,"exp1_01250_0100_085_0.01","JC",NA,10000,"DNA","exp1_01250_0100_085_0.01_random_trees.phy","exp1_01250_0100_085_0.01_partitions.nex","exp1_01250_0100_085_0.01_output_alignment"
"10486",86,100,1250,0.01,"exp1_01250_0100_086_0.01","JC",NA,10000,"DNA","exp1_01250_0100_086_0.01_random_trees.phy","exp1_01250_0100_086_0.01_partitions.nex","exp1_01250_0100_086_0.01_output_alignment"
"10487",87,100,1250,0.01,"exp1_01250_0100_087_0.01","JC",NA,10000,"DNA","exp1_01250_0100_087_0.01_random_trees.phy","exp1_01250_0100_087_0.01_partitions.nex","exp1_01250_0100_087_0.01_output_alignment"
"10488",88,100,1250,0.01,"exp1_01250_0100_088_0.01","JC",NA,10000,"DNA","exp1_01250_0100_088_0.01_random_trees.phy","exp1_01250_0100_088_0.01_partitions.nex","exp1_01250_0100_088_0.01_output_alignment"
"10489",89,100,1250,0.01,"exp1_01250_0100_089_0.01","JC",NA,10000,"DNA","exp1_01250_0100_089_0.01_random_trees.phy","exp1_01250_0100_089_0.01_partitions.nex","exp1_01250_0100_089_0.01_output_alignment"
"10490",90,100,1250,0.01,"exp1_01250_0100_090_0.01","JC",NA,10000,"DNA","exp1_01250_0100_090_0.01_random_trees.phy","exp1_01250_0100_090_0.01_partitions.nex","exp1_01250_0100_090_0.01_output_alignment"
"10491",91,100,1250,0.01,"exp1_01250_0100_091_0.01","JC",NA,10000,"DNA","exp1_01250_0100_091_0.01_random_trees.phy","exp1_01250_0100_091_0.01_partitions.nex","exp1_01250_0100_091_0.01_output_alignment"
"10492",92,100,1250,0.01,"exp1_01250_0100_092_0.01","JC",NA,10000,"DNA","exp1_01250_0100_092_0.01_random_trees.phy","exp1_01250_0100_092_0.01_partitions.nex","exp1_01250_0100_092_0.01_output_alignment"
"10493",93,100,1250,0.01,"exp1_01250_0100_093_0.01","JC",NA,10000,"DNA","exp1_01250_0100_093_0.01_random_trees.phy","exp1_01250_0100_093_0.01_partitions.nex","exp1_01250_0100_093_0.01_output_alignment"
"10494",94,100,1250,0.01,"exp1_01250_0100_094_0.01","JC",NA,10000,"DNA","exp1_01250_0100_094_0.01_random_trees.phy","exp1_01250_0100_094_0.01_partitions.nex","exp1_01250_0100_094_0.01_output_alignment"
"10495",95,100,1250,0.01,"exp1_01250_0100_095_0.01","JC",NA,10000,"DNA","exp1_01250_0100_095_0.01_random_trees.phy","exp1_01250_0100_095_0.01_partitions.nex","exp1_01250_0100_095_0.01_output_alignment"
"10496",96,100,1250,0.01,"exp1_01250_0100_096_0.01","JC",NA,10000,"DNA","exp1_01250_0100_096_0.01_random_trees.phy","exp1_01250_0100_096_0.01_partitions.nex","exp1_01250_0100_096_0.01_output_alignment"
"10497",97,100,1250,0.01,"exp1_01250_0100_097_0.01","JC",NA,10000,"DNA","exp1_01250_0100_097_0.01_random_trees.phy","exp1_01250_0100_097_0.01_partitions.nex","exp1_01250_0100_097_0.01_output_alignment"
"10498",98,100,1250,0.01,"exp1_01250_0100_098_0.01","JC",NA,10000,"DNA","exp1_01250_0100_098_0.01_random_trees.phy","exp1_01250_0100_098_0.01_partitions.nex","exp1_01250_0100_098_0.01_output_alignment"
"10499",99,100,1250,0.01,"exp1_01250_0100_099_0.01","JC",NA,10000,"DNA","exp1_01250_0100_099_0.01_random_trees.phy","exp1_01250_0100_099_0.01_partitions.nex","exp1_01250_0100_099_0.01_output_alignment"
"10500",100,100,1250,0.01,"exp1_01250_0100_100_0.01","JC",NA,10000,"DNA","exp1_01250_0100_100_0.01_random_trees.phy","exp1_01250_0100_100_0.01_partitions.nex","exp1_01250_0100_100_0.01_output_alignment"
"10501",1,5,2000,0.01,"exp1_02000_0005_001_0.01","JC",NA,10000,"DNA","exp1_02000_0005_001_0.01_random_trees.phy","exp1_02000_0005_001_0.01_partitions.nex","exp1_02000_0005_001_0.01_output_alignment"
"10502",2,5,2000,0.01,"exp1_02000_0005_002_0.01","JC",NA,10000,"DNA","exp1_02000_0005_002_0.01_random_trees.phy","exp1_02000_0005_002_0.01_partitions.nex","exp1_02000_0005_002_0.01_output_alignment"
"10503",3,5,2000,0.01,"exp1_02000_0005_003_0.01","JC",NA,10000,"DNA","exp1_02000_0005_003_0.01_random_trees.phy","exp1_02000_0005_003_0.01_partitions.nex","exp1_02000_0005_003_0.01_output_alignment"
"10504",4,5,2000,0.01,"exp1_02000_0005_004_0.01","JC",NA,10000,"DNA","exp1_02000_0005_004_0.01_random_trees.phy","exp1_02000_0005_004_0.01_partitions.nex","exp1_02000_0005_004_0.01_output_alignment"
"10505",5,5,2000,0.01,"exp1_02000_0005_005_0.01","JC",NA,10000,"DNA","exp1_02000_0005_005_0.01_random_trees.phy","exp1_02000_0005_005_0.01_partitions.nex","exp1_02000_0005_005_0.01_output_alignment"
"10506",6,5,2000,0.01,"exp1_02000_0005_006_0.01","JC",NA,10000,"DNA","exp1_02000_0005_006_0.01_random_trees.phy","exp1_02000_0005_006_0.01_partitions.nex","exp1_02000_0005_006_0.01_output_alignment"
"10507",7,5,2000,0.01,"exp1_02000_0005_007_0.01","JC",NA,10000,"DNA","exp1_02000_0005_007_0.01_random_trees.phy","exp1_02000_0005_007_0.01_partitions.nex","exp1_02000_0005_007_0.01_output_alignment"
"10508",8,5,2000,0.01,"exp1_02000_0005_008_0.01","JC",NA,10000,"DNA","exp1_02000_0005_008_0.01_random_trees.phy","exp1_02000_0005_008_0.01_partitions.nex","exp1_02000_0005_008_0.01_output_alignment"
"10509",9,5,2000,0.01,"exp1_02000_0005_009_0.01","JC",NA,10000,"DNA","exp1_02000_0005_009_0.01_random_trees.phy","exp1_02000_0005_009_0.01_partitions.nex","exp1_02000_0005_009_0.01_output_alignment"
"10510",10,5,2000,0.01,"exp1_02000_0005_010_0.01","JC",NA,10000,"DNA","exp1_02000_0005_010_0.01_random_trees.phy","exp1_02000_0005_010_0.01_partitions.nex","exp1_02000_0005_010_0.01_output_alignment"
"10511",11,5,2000,0.01,"exp1_02000_0005_011_0.01","JC",NA,10000,"DNA","exp1_02000_0005_011_0.01_random_trees.phy","exp1_02000_0005_011_0.01_partitions.nex","exp1_02000_0005_011_0.01_output_alignment"
"10512",12,5,2000,0.01,"exp1_02000_0005_012_0.01","JC",NA,10000,"DNA","exp1_02000_0005_012_0.01_random_trees.phy","exp1_02000_0005_012_0.01_partitions.nex","exp1_02000_0005_012_0.01_output_alignment"
"10513",13,5,2000,0.01,"exp1_02000_0005_013_0.01","JC",NA,10000,"DNA","exp1_02000_0005_013_0.01_random_trees.phy","exp1_02000_0005_013_0.01_partitions.nex","exp1_02000_0005_013_0.01_output_alignment"
"10514",14,5,2000,0.01,"exp1_02000_0005_014_0.01","JC",NA,10000,"DNA","exp1_02000_0005_014_0.01_random_trees.phy","exp1_02000_0005_014_0.01_partitions.nex","exp1_02000_0005_014_0.01_output_alignment"
"10515",15,5,2000,0.01,"exp1_02000_0005_015_0.01","JC",NA,10000,"DNA","exp1_02000_0005_015_0.01_random_trees.phy","exp1_02000_0005_015_0.01_partitions.nex","exp1_02000_0005_015_0.01_output_alignment"
"10516",16,5,2000,0.01,"exp1_02000_0005_016_0.01","JC",NA,10000,"DNA","exp1_02000_0005_016_0.01_random_trees.phy","exp1_02000_0005_016_0.01_partitions.nex","exp1_02000_0005_016_0.01_output_alignment"
"10517",17,5,2000,0.01,"exp1_02000_0005_017_0.01","JC",NA,10000,"DNA","exp1_02000_0005_017_0.01_random_trees.phy","exp1_02000_0005_017_0.01_partitions.nex","exp1_02000_0005_017_0.01_output_alignment"
"10518",18,5,2000,0.01,"exp1_02000_0005_018_0.01","JC",NA,10000,"DNA","exp1_02000_0005_018_0.01_random_trees.phy","exp1_02000_0005_018_0.01_partitions.nex","exp1_02000_0005_018_0.01_output_alignment"
"10519",19,5,2000,0.01,"exp1_02000_0005_019_0.01","JC",NA,10000,"DNA","exp1_02000_0005_019_0.01_random_trees.phy","exp1_02000_0005_019_0.01_partitions.nex","exp1_02000_0005_019_0.01_output_alignment"
"10520",20,5,2000,0.01,"exp1_02000_0005_020_0.01","JC",NA,10000,"DNA","exp1_02000_0005_020_0.01_random_trees.phy","exp1_02000_0005_020_0.01_partitions.nex","exp1_02000_0005_020_0.01_output_alignment"
"10521",21,5,2000,0.01,"exp1_02000_0005_021_0.01","JC",NA,10000,"DNA","exp1_02000_0005_021_0.01_random_trees.phy","exp1_02000_0005_021_0.01_partitions.nex","exp1_02000_0005_021_0.01_output_alignment"
"10522",22,5,2000,0.01,"exp1_02000_0005_022_0.01","JC",NA,10000,"DNA","exp1_02000_0005_022_0.01_random_trees.phy","exp1_02000_0005_022_0.01_partitions.nex","exp1_02000_0005_022_0.01_output_alignment"
"10523",23,5,2000,0.01,"exp1_02000_0005_023_0.01","JC",NA,10000,"DNA","exp1_02000_0005_023_0.01_random_trees.phy","exp1_02000_0005_023_0.01_partitions.nex","exp1_02000_0005_023_0.01_output_alignment"
"10524",24,5,2000,0.01,"exp1_02000_0005_024_0.01","JC",NA,10000,"DNA","exp1_02000_0005_024_0.01_random_trees.phy","exp1_02000_0005_024_0.01_partitions.nex","exp1_02000_0005_024_0.01_output_alignment"
"10525",25,5,2000,0.01,"exp1_02000_0005_025_0.01","JC",NA,10000,"DNA","exp1_02000_0005_025_0.01_random_trees.phy","exp1_02000_0005_025_0.01_partitions.nex","exp1_02000_0005_025_0.01_output_alignment"
"10526",26,5,2000,0.01,"exp1_02000_0005_026_0.01","JC",NA,10000,"DNA","exp1_02000_0005_026_0.01_random_trees.phy","exp1_02000_0005_026_0.01_partitions.nex","exp1_02000_0005_026_0.01_output_alignment"
"10527",27,5,2000,0.01,"exp1_02000_0005_027_0.01","JC",NA,10000,"DNA","exp1_02000_0005_027_0.01_random_trees.phy","exp1_02000_0005_027_0.01_partitions.nex","exp1_02000_0005_027_0.01_output_alignment"
"10528",28,5,2000,0.01,"exp1_02000_0005_028_0.01","JC",NA,10000,"DNA","exp1_02000_0005_028_0.01_random_trees.phy","exp1_02000_0005_028_0.01_partitions.nex","exp1_02000_0005_028_0.01_output_alignment"
"10529",29,5,2000,0.01,"exp1_02000_0005_029_0.01","JC",NA,10000,"DNA","exp1_02000_0005_029_0.01_random_trees.phy","exp1_02000_0005_029_0.01_partitions.nex","exp1_02000_0005_029_0.01_output_alignment"
