"","num_reps","num_taxa","num_trees","tree_depth","uid","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","tree_file","partition_file","output_alignment_file"
"34738",38,20,1000,1,"exp1_01000_0020_038_1","JC",NA,10000,"DNA","exp1_01000_0020_038_1_random_trees.phy","exp1_01000_0020_038_1_partitions.nex","exp1_01000_0020_038_1_output_alignment"
"34739",39,20,1000,1,"exp1_01000_0020_039_1","JC",NA,10000,"DNA","exp1_01000_0020_039_1_random_trees.phy","exp1_01000_0020_039_1_partitions.nex","exp1_01000_0020_039_1_output_alignment"
"34740",40,20,1000,1,"exp1_01000_0020_040_1","JC",NA,10000,"DNA","exp1_01000_0020_040_1_random_trees.phy","exp1_01000_0020_040_1_partitions.nex","exp1_01000_0020_040_1_output_alignment"
"34741",41,20,1000,1,"exp1_01000_0020_041_1","JC",NA,10000,"DNA","exp1_01000_0020_041_1_random_trees.phy","exp1_01000_0020_041_1_partitions.nex","exp1_01000_0020_041_1_output_alignment"
"34742",42,20,1000,1,"exp1_01000_0020_042_1","JC",NA,10000,"DNA","exp1_01000_0020_042_1_random_trees.phy","exp1_01000_0020_042_1_partitions.nex","exp1_01000_0020_042_1_output_alignment"
"34743",43,20,1000,1,"exp1_01000_0020_043_1","JC",NA,10000,"DNA","exp1_01000_0020_043_1_random_trees.phy","exp1_01000_0020_043_1_partitions.nex","exp1_01000_0020_043_1_output_alignment"
"34744",44,20,1000,1,"exp1_01000_0020_044_1","JC",NA,10000,"DNA","exp1_01000_0020_044_1_random_trees.phy","exp1_01000_0020_044_1_partitions.nex","exp1_01000_0020_044_1_output_alignment"
"34745",45,20,1000,1,"exp1_01000_0020_045_1","JC",NA,10000,"DNA","exp1_01000_0020_045_1_random_trees.phy","exp1_01000_0020_045_1_partitions.nex","exp1_01000_0020_045_1_output_alignment"
"34746",46,20,1000,1,"exp1_01000_0020_046_1","JC",NA,10000,"DNA","exp1_01000_0020_046_1_random_trees.phy","exp1_01000_0020_046_1_partitions.nex","exp1_01000_0020_046_1_output_alignment"
"34747",47,20,1000,1,"exp1_01000_0020_047_1","JC",NA,10000,"DNA","exp1_01000_0020_047_1_random_trees.phy","exp1_01000_0020_047_1_partitions.nex","exp1_01000_0020_047_1_output_alignment"
"34748",48,20,1000,1,"exp1_01000_0020_048_1","JC",NA,10000,"DNA","exp1_01000_0020_048_1_random_trees.phy","exp1_01000_0020_048_1_partitions.nex","exp1_01000_0020_048_1_output_alignment"
"34749",49,20,1000,1,"exp1_01000_0020_049_1","JC",NA,10000,"DNA","exp1_01000_0020_049_1_random_trees.phy","exp1_01000_0020_049_1_partitions.nex","exp1_01000_0020_049_1_output_alignment"
"34750",50,20,1000,1,"exp1_01000_0020_050_1","JC",NA,10000,"DNA","exp1_01000_0020_050_1_random_trees.phy","exp1_01000_0020_050_1_partitions.nex","exp1_01000_0020_050_1_output_alignment"
"34751",51,20,1000,1,"exp1_01000_0020_051_1","JC",NA,10000,"DNA","exp1_01000_0020_051_1_random_trees.phy","exp1_01000_0020_051_1_partitions.nex","exp1_01000_0020_051_1_output_alignment"
"34752",52,20,1000,1,"exp1_01000_0020_052_1","JC",NA,10000,"DNA","exp1_01000_0020_052_1_random_trees.phy","exp1_01000_0020_052_1_partitions.nex","exp1_01000_0020_052_1_output_alignment"
"34753",53,20,1000,1,"exp1_01000_0020_053_1","JC",NA,10000,"DNA","exp1_01000_0020_053_1_random_trees.phy","exp1_01000_0020_053_1_partitions.nex","exp1_01000_0020_053_1_output_alignment"
"34754",54,20,1000,1,"exp1_01000_0020_054_1","JC",NA,10000,"DNA","exp1_01000_0020_054_1_random_trees.phy","exp1_01000_0020_054_1_partitions.nex","exp1_01000_0020_054_1_output_alignment"
