"row_id","uid","num_taxa","num_trees","tree_depth","num_reps","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","LM_num_resolved_quartets","LM_num_partly_resolved_quartets","LM_num_unresolved_quartets","LM_total_num_quartets","LM_proportion_resolved_quartets","sCFL_mean","sCFL_median","sCFL_min","sCFL_max","NetworkTreelikenessTest","mean_delta_plot_value","mean_Q_residual","mean_TIGER_value","Cunningham_test","tree_proportion","input_alignment_path"
5428,"exp1_00025_0020_008_1",20,25,1,8,"JC",NA,10000,"DNA",412,28,60,500,0.824,34.69,34.3,33.3,37,"Treelike",0.508249997461451,0.0008473,0.123777062211519,0.983224615662604,0.534603095472425,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00025_0020_008_1/exp1_00025_0020_008_1_output_alignment.fa"
5429,"exp1_00025_0020_009_1",20,25,1,9,"JC",NA,10000,"DNA",452,23,25,500,0.904,35.94,35.5,34.2,41.1,"Treelike",0.472047020367642,0.00117895,0.172999470974255,0.980586375556494,0.539890072104512,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00025_0020_009_1/exp1_00025_0020_009_1_output_alignment.fa"
5430,"exp1_00025_0020_010_1",20,25,1,10,"JC",NA,10000,"DNA",446,36,18,500,0.892,35.44,34.9,32.7,42.1,"Treelike",0.479897138884825,0.00112065,0.172935200444534,0.982005961572237,0.591378959750929,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00025_0020_010_1/exp1_00025_0020_010_1_output_alignment.fa"
5431,"exp1_00025_0050_001_1",50,25,1,1,"JC",NA,10000,"DNA",1037,95,118,1250,0.8296,35.82,35.5,32,40.2,"Treelike",0.493979662460901,0.001022,0.0322418128438532,0.963517960853427,0.468968375977838,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00025_0050_001_1/exp1_00025_0050_001_1_output_alignment.fa"
5432,"exp1_00025_0050_002_1",50,25,1,2,"JC",NA,10000,"DNA",1031,90,129,1250,0.8248,35.87,35.4,32,41.7,"Treelike",0.492764238993782,0.00096482,0.024941133,0.972145355508687,0.593011566383951,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00025_0050_002_1/exp1_00025_0050_002_1_output_alignment.fa"
5433,"exp1_00025_0050_003_1",50,25,1,3,"JC",NA,10000,"DNA",1081,95,74,1250,0.8648,35.99,35.4,31.4,41.5,"Treelike",0.493286304326286,0.00112796,0.0382918415524657,0.959059408369922,0.555259242029026,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00025_0050_003_1/exp1_00025_0050_003_1_output_alignment.fa"
5434,"exp1_00025_0050_004_1",50,25,1,4,"JC",NA,10000,"DNA",1074,74,102,1250,0.8592,35.83,35.9,31.2,42.6,"Treelike",0.491059664581052,0.00106646,0.0281206492,0.970567044567059,0.566968157967323,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00025_0050_004_1/exp1_00025_0050_004_1_output_alignment.fa"
5435,"exp1_00025_0050_005_1",50,25,1,5,"JC",NA,10000,"DNA",1100,71,79,1250,0.88,36.58,35.5,32.2,44.3,"Treelike",0.486432934801484,0.00121528,0.0384529514,0.968034434019156,0.514585462185858,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00025_0050_005_1/exp1_00025_0050_005_1_output_alignment.fa"
5436,"exp1_00025_0050_006_1",50,25,1,6,"JC",NA,10000,"DNA",1105,79,66,1250,0.884,36.28,36.5,31.5,46.4,"Treelike",0.493556986150247,0.00127008,0.0370383454,0.969443594808101,0.54245867513396,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00025_0050_006_1/exp1_00025_0050_006_1_output_alignment.fa"
5437,"exp1_00025_0050_007_1",50,25,1,7,"JC",NA,10000,"DNA",1049,70,131,1250,0.8392,35.73,35.5,31.8,43.2,"Treelike",0.497260017828117,0.00096638,0.0200980552,0.974935468409297,0.553112502647214,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00025_0050_007_1/exp1_00025_0050_007_1_output_alignment.fa"
5438,"exp1_00025_0050_008_1",50,25,1,8,"JC",NA,10000,"DNA",1101,70,79,1250,0.8808,36.59,36.5,31.6,44.8,"Treelike",0.486940549333947,0.00116054,0.033912596259626,0.969255229302494,0.565850533652818,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00025_0050_008_1/exp1_00025_0050_008_1_output_alignment.fa"
5439,"exp1_00025_0050_009_1",50,25,1,9,"JC",NA,10000,"DNA",1016,85,149,1250,0.8128,35.54,35.4,31.6,40.5,"Treelike",0.493331250202194,0.0008298,0.0180973445,0.977286652530779,0.545118708800513,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00025_0050_009_1/exp1_00025_0050_009_1_output_alignment.fa"
5440,"exp1_00025_0050_010_1",50,25,1,10,"JC",NA,10000,"DNA",1072,73,105,1250,0.8576,35.97,35.7,30.9,45.9,"Treelike",0.489503784020786,0.00109978,0.030998896389639,0.970354601844637,0.563064011512155,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00025_0050_010_1/exp1_00025_0050_010_1_output_alignment.fa"
5441,"exp1_00025_0100_001_1",100,25,1,1,"JC",NA,10000,"DNA",2138,146,216,2500,0.8552,36.43,35.8,29.2,57.9,"Treelike",0.487345874068201,0.0009431,0.004941806,0.954426434465276,0.532395674986767,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00025_0100_001_1/exp1_00025_0100_001_1_output_alignment.fa"
5442,"exp1_00025_0100_002_1",100,25,1,2,"JC",NA,10000,"DNA",1907,164,429,2500,0.7628,35.84,35.5,31,44.2,"Treelike",0.493304216565865,0.00067094,0.0027022057,0.95588429643551,0.540778420739708,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00025_0100_002_1/exp1_00025_0100_002_1_output_alignment.fa"
5443,"exp1_00025_0100_003_1",100,25,1,3,"JC",NA,10000,"DNA",1968,153,379,2500,0.7872,35.88,35.3,29.6,51.1,"Treelike",0.491569571580144,0.0007738,0.0026349428,0.958385722201716,0.529183708154658,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00025_0100_003_1/exp1_00025_0100_003_1_output_alignment.fa"
5444,"exp1_00025_0100_004_1",100,25,1,4,"JC",NA,10000,"DNA",2008,149,343,2500,0.8032,36.07,35.6,29.4,51.1,"Treelike",0.490019548280671,0.00075745,0.0036803003,0.953067050960931,0.584290840136514,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00025_0100_004_1/exp1_00025_0100_004_1_output_alignment.fa"
5445,"exp1_00025_0100_005_1",100,25,1,5,"JC",NA,10000,"DNA",2046,156,298,2500,0.8184,36.5,35.5,29.9,49.7,"Treelike",0.489129200152505,0.00088937,0.004802817,0.959677242349821,0.550578392033439,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00025_0100_005_1/exp1_00025_0100_005_1_output_alignment.fa"
5446,"exp1_00025_0100_006_1",100,25,1,6,"JC",NA,10000,"DNA",1708,160,632,2500,0.6832,35.34,34.8,31.5,44.5,"Treelike",0.496940602824503,0.00052016,0.0007592868,0.966378054210976,0.505099208614524,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00025_0100_006_1/exp1_00025_0100_006_1_output_alignment.fa"
5447,"exp1_00025_0100_007_1",100,25,1,7,"JC",NA,10000,"DNA",1906,131,463,2500,0.7624,35.93,35.8,29.9,47,"Treelike",0.493557031236002,0.00062745,0.0013584626,0.9673798336535,0.583283339781648,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00025_0100_007_1/exp1_00025_0100_007_1_output_alignment.fa"
5448,"exp1_00025_0100_008_1",100,25,1,8,"JC",NA,10000,"DNA",2023,136,341,2500,0.8092,36.14,35.2,30.1,47.9,"Treelike",0.490604679249904,0.00079315,0.0025596745,0.959787851359869,0.557292038249369,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00025_0100_008_1/exp1_00025_0100_008_1_output_alignment.fa"
5449,"exp1_00025_0100_009_1",100,25,1,9,"JC",NA,10000,"DNA",1968,163,369,2500,0.7872,35.84,35.4,29.6,52,"Treelike",0.490775784299162,0.00071241,0.001930615,0.966000034777958,0.580163800803788,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00025_0100_009_1/exp1_00025_0100_009_1_output_alignment.fa"
5450,"exp1_00025_0100_010_1",100,25,1,10,"JC",NA,10000,"DNA",2022,199,279,2500,0.8088,36.64,36,30.1,50.8,"Treelike",0.489755179878096,0.00086729,0.0038260912,0.961238068131778,0.530231167350357,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00025_0100_010_1/exp1_00025_0100_010_1_output_alignment.fa"
5451,"exp1_00040_0005_001_1",5,40,1,1,"JC",NA,10000,"DNA",101,24,0,125,0.808,36.7,36.7,36.4,37,"Treelike",0.764908750376013,0.0018418,0.377433894637373,0.998269262737399,0.348704840490989,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0005_001_1/exp1_00040_0005_001_1_output_alignment.fa"
5452,"exp1_00040_0005_002_1",5,40,1,2,"JC",NA,10000,"DNA",98,27,0,125,0.784,33.8,33.8,33.4,34.2,"Treelike",0.621983986238861,0.000434,0.367400012053778,0.998019313365727,0.430176103456127,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0005_002_1/exp1_00040_0005_002_1_output_alignment.fa"
5453,"exp1_00040_0005_003_1",5,40,1,3,"JC",NA,10000,"DNA",95,30,0,125,0.76,38.25,38.25,35.9,40.6,"Treelike",0.624724097800603,0.0039966,0.376446859371467,0.995419628104568,0.587171528694088,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0005_003_1/exp1_00040_0005_003_1_output_alignment.fa"
5454,"exp1_00040_0005_004_1",5,40,1,4,"JC",NA,10000,"DNA",98,27,0,125,0.784,35.1,35.1,35.1,35.1,"Treelike",0.456349856798235,0.0003924,0.376440612565445,0.9990003565151,0.644023932283885,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0005_004_1/exp1_00040_0005_004_1_output_alignment.fa"
5455,"exp1_00040_0005_005_1",5,40,1,5,"JC",NA,10000,"DNA",125,0,0,125,1,35.3,35.3,34,36.6,"Treelike",0.652557157687832,0.0007548,0.37119730295858,0.997747527395598,0.701704626198291,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0005_005_1/exp1_00040_0005_005_1_output_alignment.fa"
5456,"exp1_00040_0005_006_1",5,40,1,6,"JC",NA,10000,"DNA",107,18,0,125,0.856,37.25,37.25,36,38.5,"Treelike",0.365443554535878,0.0003082,0.379285349364162,0.998869614429541,0.795361285290426,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0005_006_1/exp1_00040_0005_006_1_output_alignment.fa"
5457,"exp1_00040_0005_007_1",5,40,1,7,"JC",NA,10000,"DNA",100,25,0,125,0.8,35.7,35.7,34.9,36.5,"Treelike",0.687723140351005,0.002571,0.379538591113106,0.996628140393575,0.557640750670241,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0005_007_1/exp1_00040_0005_007_1_output_alignment.fa"
5458,"exp1_00040_0005_008_1",5,40,1,8,"JC",NA,10000,"DNA",125,0,0,125,1,36.25,36.25,36.2,36.3,"Treelike",0.645608092162319,0.0032754,0.3818589512772,0.995829873496163,0.54417638950284,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0005_008_1/exp1_00040_0005_008_1_output_alignment.fa"
5459,"exp1_00040_0005_009_1",5,40,1,9,"JC",NA,10000,"DNA",125,0,0,125,1,35.9,35.9,34.8,37,"Treelike",0.442163568377629,0.0002396,0.36825277110956,0.998576510596807,0.678807780418514,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0005_009_1/exp1_00040_0005_009_1_output_alignment.fa"
5460,"exp1_00040_0005_010_1",5,40,1,10,"JC",NA,10000,"DNA",125,0,0,125,1,34.75,34.75,33.9,35.6,"Non-treelike",0.453550251612979,0.0012988,0.377768681221719,0.996679570535188,0.419595314164004,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0005_010_1/exp1_00040_0005_010_1_output_alignment.fa"
5461,"exp1_00040_0010_001_1",10,40,1,1,"JC",NA,10000,"DNA",239,11,0,250,0.956,35.56,35.4,34.1,37.4,"Treelike",0.459586533656349,0.0012791,0.320442633008202,0.989045490134995,0.55136556494101,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0010_001_1/exp1_00040_0010_001_1_output_alignment.fa"
5462,"exp1_00040_0010_002_1",10,40,1,2,"JC",NA,10000,"DNA",232,14,4,250,0.928,35.19,34.9,34.3,37.2,"Non-treelike",0.508667489225304,0.0011087,0.316498384883468,0.991328284133696,0.416689352679057,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0010_002_1/exp1_00040_0010_002_1_output_alignment.fa"
5463,"exp1_00040_0010_003_1",10,40,1,3,"JC",NA,10000,"DNA",234,12,4,250,0.936,35.23,35,34.5,36.6,"Treelike",0.500463751735409,0.0012639,0.318095831829188,0.989857680430053,0.516349492042749,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0010_003_1/exp1_00040_0010_003_1_output_alignment.fa"
5464,"exp1_00040_0010_004_1",10,40,1,4,"JC",NA,10000,"DNA",226,14,10,250,0.904,35.57,35.6,33.2,37.8,"Treelike",0.439770634186932,0.0008544,0.319171442106423,0.991680824286187,0.556234549935957,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0010_004_1/exp1_00040_0010_004_1_output_alignment.fa"
5465,"exp1_00040_0010_005_1",10,40,1,5,"JC",NA,10000,"DNA",223,23,4,250,0.892,34.91,34.4,33.8,37.3,"Treelike",0.493294167819763,0.0010344,0.317326482955168,0.990919235924597,0.605115504073722,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0010_005_1/exp1_00040_0010_005_1_output_alignment.fa"
5466,"exp1_00040_0010_006_1",10,40,1,6,"JC",NA,10000,"DNA",195,39,16,250,0.78,34.84,34.7,33.2,37.4,"Treelike",0.53139844530559,0.0008124,0.31586017315694,0.99315433264047,0.501559386632792,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0010_006_1/exp1_00040_0010_006_1_output_alignment.fa"
5467,"exp1_00040_0010_007_1",10,40,1,7,"JC",NA,10000,"DNA",234,13,3,250,0.936,35.03,35.1,34.1,36.1,"Treelike",0.48854263974972,0.0013544,0.31621073334811,0.988932070016817,0.572129627910309,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0010_007_1/exp1_00040_0010_007_1_output_alignment.fa"
5468,"exp1_00040_0010_008_1",10,40,1,8,"JC",NA,10000,"DNA",230,12,8,250,0.92,35.17,35.3,33.5,36.5,"Treelike",0.498541914414904,0.0011522,0.319049107067569,0.989852535903665,0.462020916035942,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0010_008_1/exp1_00040_0010_008_1_output_alignment.fa"
5469,"exp1_00040_0010_009_1",10,40,1,9,"JC",NA,10000,"DNA",231,16,3,250,0.924,35.36,35.4,33.6,37.2,"Treelike",0.497496868829085,0.0011209,0.325169233284141,0.990196776400352,0.446416141081614,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0010_009_1/exp1_00040_0010_009_1_output_alignment.fa"
5470,"exp1_00040_0010_010_1",10,40,1,10,"JC",NA,10000,"DNA",224,19,7,250,0.896,34.91,34.8,33.8,36.5,"Treelike",0.515975691938681,0.0011228,0.317439216683284,0.988026737002975,0.674927663786955,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0010_010_1/exp1_00040_0010_010_1_output_alignment.fa"
5471,"exp1_00040_0020_001_1",20,40,1,1,"JC",NA,10000,"DNA",414,44,42,500,0.828,34.91,34.7,31.7,37.3,"Treelike",0.5000013624849,0.000778,0.153824779364441,0.984108182382184,0.545558306857598,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0020_001_1/exp1_00040_0020_001_1_output_alignment.fa"
5472,"exp1_00040_0020_002_1",20,40,1,2,"JC",NA,10000,"DNA",427,48,25,500,0.854,35.21,35.1,32.8,38.4,"Treelike",0.485974770577214,0.0009141,0.15663111822312,0.982227816573561,0.478222291053665,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0020_002_1/exp1_00040_0020_002_1_output_alignment.fa"
5473,"exp1_00040_0020_003_1",20,40,1,3,"JC",NA,10000,"DNA",427,47,26,500,0.854,34.82,34.5,31.6,39,"Treelike",0.507312630393644,0.00083305,0.158494948581203,0.984212770812367,0.523054900728035,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0020_003_1/exp1_00040_0020_003_1_output_alignment.fa"
5474,"exp1_00040_0020_004_1",20,40,1,4,"JC",NA,10000,"DNA",426,37,37,500,0.852,35.39,35.1,32,38.8,"Treelike",0.48721761372034,0.00081275,0.162132220530402,0.980642174644806,0.568639895774848,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0020_004_1/exp1_00040_0020_004_1_output_alignment.fa"
5475,"exp1_00040_0020_005_1",20,40,1,5,"JC",NA,10000,"DNA",414,40,46,500,0.828,35.1,35.1,33.1,37.9,"Treelike",0.490420026855295,0.0008493,0.168488288075799,0.983529100356408,0.474136862559391,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0020_005_1/exp1_00040_0020_005_1_output_alignment.fa"
5476,"exp1_00040_0020_006_1",20,40,1,6,"JC",NA,10000,"DNA",414,51,35,500,0.828,35.22,35.3,32.6,38.5,"Treelike",0.499433368423394,0.00092985,0.172510524436846,0.984603635917296,0.530301362512628,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0020_006_1/exp1_00040_0020_006_1_output_alignment.fa"
5477,"exp1_00040_0020_007_1",20,40,1,7,"JC",NA,10000,"DNA",441,44,15,500,0.882,35.51,34.8,33.8,40.1,"Treelike",0.507671753027327,0.00112315,0.169091659729238,0.981192501774032,0.519763402199817,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0020_007_1/exp1_00040_0020_007_1_output_alignment.fa"
5478,"exp1_00040_0020_008_1",20,40,1,8,"JC",NA,10000,"DNA",448,43,9,500,0.896,35.19,35,32.7,38.5,"Treelike",0.497341481246764,0.001085,0.175301077196186,0.977711103777383,0.552252611439147,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0020_008_1/exp1_00040_0020_008_1_output_alignment.fa"
5479,"exp1_00040_0020_009_1",20,40,1,9,"JC",NA,10000,"DNA",445,30,25,500,0.89,34.95,34.9,32.6,37.4,"Treelike",0.492925268487163,0.00102885,0.167597141646489,0.981048884251326,0.522922102853649,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0020_009_1/exp1_00040_0020_009_1_output_alignment.fa"
5480,"exp1_00040_0020_010_1",20,40,1,10,"JC",NA,10000,"DNA",455,33,12,500,0.91,35.16,34.9,33,37.6,"Treelike",0.501883894039142,0.0011375,0.180019520149103,0.981400168017617,0.591337254406679,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0020_010_1/exp1_00040_0020_010_1_output_alignment.fa"
5481,"exp1_00040_0050_001_1",50,40,1,1,"JC",NA,10000,"DNA",971,105,174,1250,0.7768,35.46,35.2,30.8,40.8,"Treelike",0.493320996411281,0.00066654,0.0278516211242248,0.968985542413607,0.513603270646079,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0050_001_1/exp1_00040_0050_001_1_output_alignment.fa"
5482,"exp1_00040_0050_002_1",50,40,1,2,"JC",NA,10000,"DNA",1031,87,132,1250,0.8248,35.47,35.6,31.2,42.3,"Treelike",0.500257734113125,0.00074462,0.0299228135,0.966004560337785,0.517672443245568,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0050_002_1/exp1_00040_0050_002_1_output_alignment.fa"
5483,"exp1_00040_0050_003_1",50,40,1,3,"JC",NA,10000,"DNA",957,83,210,1250,0.7656,35.39,34.9,31.9,43.1,"Treelike",0.496121028667363,0.00061182,0.0263606720344069,0.966392322637234,0.494906508204494,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0050_003_1/exp1_00040_0050_003_1_output_alignment.fa"
5484,"exp1_00040_0050_004_1",50,40,1,4,"JC",NA,10000,"DNA",982,89,179,1250,0.7856,35.39,35.1,31.4,39.2,"Treelike",0.497095713357585,0.00071128,0.0255784266,0.970622404146613,0.509511281548584,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0050_004_1/exp1_00040_0050_004_1_output_alignment.fa"
5485,"exp1_00040_0050_005_1",50,40,1,5,"JC",NA,10000,"DNA",955,77,218,1250,0.764,35.39,34.7,30.4,43.4,"Treelike",0.49710682748329,0.00062368,0.0184535065,0.977071923731216,0.581327160720755,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0050_005_1/exp1_00040_0050_005_1_output_alignment.fa"
5486,"exp1_00040_0050_006_1",50,40,1,6,"JC",NA,10000,"DNA",976,98,176,1250,0.7808,35.22,35,30.6,41.3,"Treelike",0.497635306663279,0.00064822,0.0223788448,0.972762523647544,0.491791731043327,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0050_006_1/exp1_00040_0050_006_1_output_alignment.fa"
5487,"exp1_00040_0050_007_1",50,40,1,7,"JC",NA,10000,"DNA",939,88,223,1250,0.7512,35.16,35.1,32,39.9,"Treelike",0.501571805073703,0.00059414,0.0184733164,0.975188554922758,0.589936588389751,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0050_007_1/exp1_00040_0050_007_1_output_alignment.fa"
5488,"exp1_00040_0050_008_1",50,40,1,8,"JC",NA,10000,"DNA",947,110,193,1250,0.7576,35.24,34.9,30.4,43.3,"Treelike",0.498814843218554,0.00062632,0.0255878323832383,0.965307718974401,0.50721537461652,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0050_008_1/exp1_00040_0050_008_1_output_alignment.fa"
5489,"exp1_00040_0050_009_1",50,40,1,9,"JC",NA,10000,"DNA",1024,106,120,1250,0.8192,35.55,35.2,30.9,44,"Treelike",0.493715837889757,0.00074192,0.036062297629763,0.965357150829806,0.519173847679198,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0050_009_1/exp1_00040_0050_009_1_output_alignment.fa"
5490,"exp1_00040_0050_010_1",50,40,1,10,"JC",NA,10000,"DNA",1029,99,122,1250,0.8232,35.83,35.7,30.9,41.3,"Treelike",0.493447635915094,0.00077126,0.035282525905181,0.97085301103391,0.50562516397503,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0050_010_1/exp1_00040_0050_010_1_output_alignment.fa"
5491,"exp1_00040_0100_001_1",100,40,1,1,"JC",NA,10000,"DNA",1816,196,488,2500,0.7264,35.55,34.8,31.2,47.2,"Treelike",0.495537900993884,0.00053873,0.0028123029,0.959568697435896,0.52893200266659,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0100_001_1/exp1_00040_0100_001_1_output_alignment.fa"
5492,"exp1_00040_0100_002_1",100,40,1,2,"JC",NA,10000,"DNA",1836,202,462,2500,0.7344,35.63,34.5,29,49.5,"Treelike",0.495661347486153,0.00054988,0.0033036597,0.95963371150849,0.54531061910689,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0100_002_1/exp1_00040_0100_002_1_output_alignment.fa"
5493,"exp1_00040_0100_003_1",100,40,1,3,"JC",NA,10000,"DNA",1785,158,557,2500,0.714,35.54,35,29.9,45.1,"Treelike",0.496422526063017,0.00051889,0.0018277214,0.964570449017545,0.572596978032154,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0100_003_1/exp1_00040_0100_003_1_output_alignment.fa"
5494,"exp1_00040_0100_004_1",100,40,1,4,"JC",NA,10000,"DNA",1788,159,553,2500,0.7152,35.45,34.8,30.8,45.1,"Treelike",0.498129875897779,0.00050851,0.0022598851,0.964115982259534,0.549596839408825,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0100_004_1/exp1_00040_0100_004_1_output_alignment.fa"
5495,"exp1_00040_0100_005_1",100,40,1,5,"JC",NA,10000,"DNA",1839,183,478,2500,0.7356,35.68,35.1,30,46.7,"Treelike",0.496345692927793,0.00054887,0.0024779277,0.964050145899182,0.52001931775181,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0100_005_1/exp1_00040_0100_005_1_output_alignment.fa"
5496,"exp1_00040_0100_006_1",100,40,1,6,"JC",NA,10000,"DNA",1696,202,602,2500,0.6784,35.47,34.8,29.6,47.7,"Treelike",0.502089009730847,0.00050417,0.0014666471,0.969452060850798,0.509524835229286,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0100_006_1/exp1_00040_0100_006_1_output_alignment.fa"
5497,"exp1_00040_0100_007_1",100,40,1,7,"JC",NA,10000,"DNA",1928,200,372,2500,0.7712,35.88,35.3,31.5,45.9,"Treelike",0.491456597045651,0.00059852,0.0043638458,0.954183269282787,0.537134529117151,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0100_007_1/exp1_00040_0100_007_1_output_alignment.fa"
5498,"exp1_00040_0100_008_1",100,40,1,8,"JC",NA,10000,"DNA",1794,207,499,2500,0.7176,35.62,35.1,29.6,43.8,"Treelike",0.494765562596765,0.00052088,0.0024833122,0.963087518558024,0.494119722330843,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0100_008_1/exp1_00040_0100_008_1_output_alignment.fa"
5499,"exp1_00040_0100_009_1",100,40,1,9,"JC",NA,10000,"DNA",1793,190,517,2500,0.7172,35.62,34.9,30.6,47.4,"Treelike",0.497450453217644,0.00055448,0.0023632584,0.965757557331333,0.5456338048886,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0100_009_1/exp1_00040_0100_009_1_output_alignment.fa"
5500,"exp1_00040_0100_010_1",100,40,1,10,"JC",NA,10000,"DNA",1864,177,459,2500,0.7456,35.69,35.2,30.3,43.5,"Treelike",0.495857489457607,0.00054061,0.0029725627,0.96259515814427,0.528465465378539,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00040_0100_010_1/exp1_00040_0100_010_1_output_alignment.fa"
5501,"exp1_00050_0005_001_1",5,50,1,1,"JC",NA,10000,"DNA",125,0,0,125,1,35.3,35.3,34.5,36.1,"Treelike",0.470557384941591,0.0005896,0.378610827969437,0.998552435016066,0.704968780185807,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00050_0005_001_1/exp1_00050_0005_001_1_output_alignment.fa"
5502,"exp1_00050_0005_002_1",5,50,1,2,"JC",NA,10000,"DNA",104,21,0,125,0.832,34.55,34.55,33.7,35.4,"Treelike",0.548868102742838,0.0004134,0.38521498105548,0.998333720866443,0.632423257326911,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00050_0005_002_1/exp1_00050_0005_002_1_output_alignment.fa"
5503,"exp1_00050_0005_003_1",5,50,1,3,"JC",NA,10000,"DNA",97,28,0,125,0.776,34.25,34.25,33.9,34.6,"Treelike",0.546224528932628,0.000435,0.376688128205128,0.998180166844955,0.506457166208731,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00050_0005_003_1/exp1_00050_0005_003_1_output_alignment.fa"
5504,"exp1_00050_0005_004_1",5,50,1,4,"JC",NA,10000,"DNA",125,0,0,125,1,36.95,36.95,35.3,38.6,"Treelike",0.308531817405662,0.0005578,0.372530319291956,0.997882122220321,0.776410256410256,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00050_0005_004_1/exp1_00050_0005_004_1_output_alignment.fa"
5505,"exp1_00050_0005_005_1",5,50,1,5,"JC",NA,10000,"DNA",101,24,0,125,0.808,36.5,36.5,34.9,38.1,"Treelike",0.460376081722986,0.0006646,0.380802907639681,0.998369234783428,0.715005686427084,"/data/caitlin/treelikeness_metrics/exp_1/exp1_00050_0005_005_1/exp1_00050_0005_005_1_output_alignment.fa"
