"","unique_id","LM_num_resolved_quartets","LM_num_partly_resolved_quartets","LM_num_unresolved_quartets","LM_total_num_quartets","LM_proportion_resolved_quartets","sCF_mean","sCF_median","sCF_min","sCF_max","NetworkTreelikenessTest","mean_delta_plot_value","Cunningham_test","tree_proportion","input_alignment_path"
"154","WEA17F_BS_rep_56",1633,43,224,1900,0.859473684210526,48.48,50.3,9.08,90.1,"Treelike",0.218406241971986,0.991985953371423,0.806494045218938,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_56/WEA17F_BS_rep_56.fa"
"155","WEA17F_BS_rep_57",1644,31,225,1900,0.865263157894737,47.8,50.6,9.58,90.4,"Treelike",0.211393496625356,0.992803771722743,0.791911626995401,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_57/WEA17F_BS_rep_57.fa"
"156","WEA17F_BS_rep_58",1672,33,195,1900,0.88,48.04,49.9,9.03,89.2,"Treelike",0.208416306180973,0.993225626411007,0.811738215652372,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_58/WEA17F_BS_rep_58.fa"
"157","WEA17F_BS_rep_59",1649,42,209,1900,0.867894736842105,47.26,49.9,8.66,89.3,"Treelike",0.20932436249774,0.992634019610216,0.805855535849919,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_59/WEA17F_BS_rep_59.fa"
"158","WEA17F_BS_rep_6",1634,40,226,1900,0.86,48.27,51.4,10.5,88.8,"Treelike",0.215832031943892,0.992950899482105,0.829630418817138,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_6/WEA17F_BS_rep_6.fa"
"159","WEA17F_BS_rep_60",1636,37,227,1900,0.861052631578947,47.2,50.4,10.1,88.9,"Treelike",0.216927333259924,0.991215768264025,0.820796911212793,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_60/WEA17F_BS_rep_60.fa"
"160","WEA17F_BS_rep_61",1627,43,230,1900,0.856315789473684,48.03,50.8,9.96,89.2,"Treelike",0.208062779882004,0.993540758657011,0.812894839468097,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_61/WEA17F_BS_rep_61.fa"
"161","WEA17F_BS_rep_62",1643,34,223,1900,0.864736842105263,48.08,50.8,9.62,89.9,"Treelike",0.209017503782515,0.992432227738244,0.810603952219086,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_62/WEA17F_BS_rep_62.fa"
"162","WEA17F_BS_rep_63",1604,43,253,1900,0.84421052631579,48.06,50.5,9.73,89.5,"Non-treelike",0.216202159461827,0.992891570976964,0.814605482432558,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_63/WEA17F_BS_rep_63.fa"
"163","WEA17F_BS_rep_64",1613,43,244,1900,0.848947368421053,47.78,50.4,10.5,89.8,"Treelike",0.206168602482843,0.993794443182853,0.810052645354375,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_64/WEA17F_BS_rep_64.fa"
"164","WEA17F_BS_rep_65",1600,43,257,1900,0.842105263157895,47.97,50.5,9.32,89.3,"Treelike",0.218572619569899,0.992705888047079,0.810456388579231,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_65/WEA17F_BS_rep_65.fa"
"165","WEA17F_BS_rep_66",1634,46,220,1900,0.86,48.05,49.7,9.26,89.4,"Treelike",0.213555042029849,0.99307635634843,0.811016314273547,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_66/WEA17F_BS_rep_66.fa"
"166","WEA17F_BS_rep_67",1652,34,214,1900,0.869473684210526,48.29,50.6,10.4,89.9,"Treelike",0.215272786709337,0.991054016665215,0.829795798284323,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_67/WEA17F_BS_rep_67.fa"
"167","WEA17F_BS_rep_68",1632,37,231,1900,0.858947368421053,48,50,8.9,88.9,"Treelike",0.213357370965381,0.992915286235713,0.8228633319507,"/data/caitlin/treelikeness_metrics/empirical_treelikeness_output/WEA17F_BS_rep_68/WEA17F_BS_rep_68.fa"
