"row_id","uid","num_taxa","num_trees","tree_depth_coalescent","recombination_value","recombination_type","num_reps","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","LM_num_resolved_quartets","LM_num_partly_resolved_quartets","LM_num_unresolved_quartets","LM_total_num_quartets","LM_proportion_resolved_quartets","sCF_mean","sCF_median","sCF_min","sCF_max","NetworkTreelikenessTest","mean_delta_plot_value","mean_Q_residual","mean_TIGER_value","Cunningham_test","tree_proportion","input_alignment_path"
568,"exp2_00250_0010_008_10_0.15_Ancient",10,250,10,0.15,"Ancient",8,"JC",NA,250000,"DNA",250,0,0,250,1,49.93,44.31,34.83,79.99,"Non-treelike",0.134203234907767,0.0005593,"no_TIGER_run",0.985071814155764,0.881767588828932,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_008_10_0.15_Ancient/exp2_00250_0010_008_10_0.15_Ancient_output_alignment.fa"
569,"exp2_00250_0010_009_10_0.15_Ancient",10,250,10,0.15,"Ancient",9,"JC",NA,250000,"DNA",250,0,0,250,1,70.02,75.89,39.41,97.72,"Non-treelike",0.0569474954575334,0.0001194,"no_TIGER_run",0.998383413411929,0.977106823681206,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_009_10_0.15_Ancient/exp2_00250_0010_009_10_0.15_Ancient_output_alignment.fa"
570,"exp2_00250_0010_010_10_0.15_Ancient",10,250,10,0.15,"Ancient",10,"JC",NA,250000,"DNA",250,0,0,250,1,54.02,54.1,38.11,84.01,"Non-treelike",0.166137337950278,0.0008993,"no_TIGER_run",0.992471824878578,0.848483564324882,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_010_10_0.15_Ancient/exp2_00250_0010_010_10_0.15_Ancient_output_alignment.fa"
571,"exp2_00250_0020_001_10_0.15_Ancient",20,250,10,0.15,"Ancient",1,"JC",NA,250000,"DNA",499,1,0,500,0.998,48.66,44.6,30.08,91.04,"Non-treelike",0.202344831298909,0.0006154,"no_TIGER_run",0.971545354727036,0.892729649528919,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_001_10_0.15_Ancient/exp2_00250_0020_001_10_0.15_Ancient_output_alignment.fa"
572,"exp2_00250_0020_002_10_0.15_Ancient",20,250,10,0.15,"Ancient",2,"JC",NA,250000,"DNA",500,0,0,500,1,49.35,40.59,31,80.77,"Non-treelike",0.15975708358297,0.0005422,"no_TIGER_run",0.973836225372575,0.909934656406581,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_002_10_0.15_Ancient/exp2_00250_0020_002_10_0.15_Ancient_output_alignment.fa"
573,"exp2_00250_0020_003_10_0.15_Ancient",20,250,10,0.15,"Ancient",3,"JC",NA,250000,"DNA",500,0,0,500,1,47.54,43.34,35.48,74.01,"Non-treelike",0.180593421025967,0.00087335,"no_TIGER_run",0.977318689781049,0.852278015533,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_003_10_0.15_Ancient/exp2_00250_0020_003_10_0.15_Ancient_output_alignment.fa"
574,"exp2_00250_0020_004_10_0.15_Ancient",20,250,10,0.15,"Ancient",4,"JC",NA,250000,"DNA",500,0,0,500,1,51.77,47.26,33.74,95.83,"Non-treelike",0.212311075820616,0.0018622,"no_TIGER_run",0.951544712246801,0.930434943776068,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_004_10_0.15_Ancient/exp2_00250_0020_004_10_0.15_Ancient_output_alignment.fa"
575,"exp2_00250_0020_005_10_0.15_Ancient",20,250,10,0.15,"Ancient",5,"JC",NA,250000,"DNA",500,0,0,500,1,47.77,44.31,34.37,79.23,"Non-treelike",0.180907707768128,0.0009415,"no_TIGER_run",0.959902275354654,0.859901961761715,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_005_10_0.15_Ancient/exp2_00250_0020_005_10_0.15_Ancient_output_alignment.fa"
576,"exp2_00250_0020_006_10_0.15_Ancient",20,250,10,0.15,"Ancient",6,"JC",NA,250000,"DNA",500,0,0,500,1,47.59,42.62,35.02,88.57,"Non-treelike",0.171074947108786,0.00086965,"no_TIGER_run",0.953898485808833,0.840130774082061,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_006_10_0.15_Ancient/exp2_00250_0020_006_10_0.15_Ancient_output_alignment.fa"
577,"exp2_00250_0020_007_10_0.15_Ancient",20,250,10,0.15,"Ancient",7,"JC",NA,250000,"DNA",500,0,0,500,1,50.74,48.81,35.11,98.9,"Non-treelike",0.0753906726209799,0.00020615,"no_TIGER_run",0.98919931140448,0.946022497265175,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_007_10_0.15_Ancient/exp2_00250_0020_007_10_0.15_Ancient_output_alignment.fa"
578,"exp2_00250_0020_008_10_0.15_Ancient",20,250,10,0.15,"Ancient",8,"JC",NA,250000,"DNA",500,0,0,500,1,45.47,41.92,29.44,81.96,"Non-treelike",0.186057099928935,0.0008253,"no_TIGER_run",0.959231346922964,0.874216086195739,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_008_10_0.15_Ancient/exp2_00250_0020_008_10_0.15_Ancient_output_alignment.fa"
579,"exp2_00250_0020_009_10_0.15_Ancient",20,250,10,0.15,"Ancient",9,"JC",NA,250000,"DNA",500,0,0,500,1,54.65,55.79,30.87,99.75,"Non-treelike",0.0797274636017055,6.985e-05,"no_TIGER_run",0.997542017842057,0.959353088658984,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_009_10_0.15_Ancient/exp2_00250_0020_009_10_0.15_Ancient_output_alignment.fa"
580,"exp2_00250_0020_010_10_0.15_Ancient",20,250,10,0.15,"Ancient",10,"JC",NA,250000,"DNA",500,0,0,500,1,54.22,51.19,33.6,98.94,"Non-treelike",0.102173044293167,0.00033385,"no_TIGER_run",0.9844686096175,0.943236453069431,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_010_10_0.15_Ancient/exp2_00250_0020_010_10_0.15_Ancient_output_alignment.fa"
581,"exp2_00250_0050_001_10_0.15_Ancient",50,250,10,0.15,"Ancient",1,"JC",NA,250000,"DNA",1250,0,0,1250,1,42.27,38.15,30.65,96.05,"Treelike",0.121904219287824,0.00060048,"no_TIGER_run",0.938572487778934,0.819145846457417,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_001_10_0.15_Ancient/exp2_00250_0050_001_10_0.15_Ancient_output_alignment.fa"
582,"exp2_00250_0050_002_10_0.15_Ancient",50,250,10,0.15,"Ancient",2,"JC",NA,250000,"DNA",1249,1,0,1250,0.9992,43.33,40.11,30.36,86.31,"Non-treelike",0.153211817974577,0.00050726,"no_TIGER_run",0.918956415472358,0.818262913290271,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_002_10_0.15_Ancient/exp2_00250_0050_002_10_0.15_Ancient_output_alignment.fa"
583,"exp2_00250_0050_003_10_0.15_Ancient",50,250,10,0.15,"Ancient",3,"JC",NA,250000,"DNA",1250,0,0,1250,1,42.53,39.86,29.49,94.12,"Non-treelike",0.140802413620558,0.00085546,"no_TIGER_run",0.890249915436076,0.795945601341505,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_003_10_0.15_Ancient/exp2_00250_0050_003_10_0.15_Ancient_output_alignment.fa"
584,"exp2_00250_0050_004_10_0.15_Ancient",50,250,10,0.15,"Ancient",4,"JC",NA,250000,"DNA",1250,0,0,1250,1,43.08,39.32,30.17,97.87,"Non-treelike",0.218896674631692,0.00050632,"no_TIGER_run",0.949339863312309,0.876342622561573,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_004_10_0.15_Ancient/exp2_00250_0050_004_10_0.15_Ancient_output_alignment.fa"
585,"exp2_00250_0050_005_10_0.15_Ancient",50,250,10,0.15,"Ancient",5,"JC",NA,250000,"DNA",1250,0,0,1250,1,41.22,37.8,29.91,98.02,"Non-treelike",0.150932679137083,0.00052324,"no_TIGER_run",0.915952576313935,0.876147377288728,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_005_10_0.15_Ancient/exp2_00250_0050_005_10_0.15_Ancient_output_alignment.fa"
586,"exp2_00250_0050_006_10_0.15_Ancient",50,250,10,0.15,"Ancient",6,"JC",NA,250000,"DNA",1250,0,0,1250,1,43.61,40.04,30.43,85.51,"Non-treelike",0.165710877928386,0.00066078,"no_TIGER_run",0.91405803454742,0.827198746270752,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_006_10_0.15_Ancient/exp2_00250_0050_006_10_0.15_Ancient_output_alignment.fa"
587,"exp2_00250_0050_007_10_0.15_Ancient",50,250,10,0.15,"Ancient",7,"JC",NA,250000,"DNA",1249,1,0,1250,0.9992,45.09,38.36,31.31,99.46,"Non-treelike",0.142034478228533,0.0008804,"no_TIGER_run",0.958717562456156,0.910012373659981,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_007_10_0.15_Ancient/exp2_00250_0050_007_10_0.15_Ancient_output_alignment.fa"
588,"exp2_00250_0050_008_10_0.15_Ancient",50,250,10,0.15,"Ancient",8,"JC",NA,250000,"DNA",1250,0,0,1250,1,43.43,39.28,30.73,99,"Non-treelike",0.119335164557269,0.00026806,"no_TIGER_run",0.97804816614155,0.859534436184605,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_008_10_0.15_Ancient/exp2_00250_0050_008_10_0.15_Ancient_output_alignment.fa"
589,"exp2_00250_0050_009_10_0.15_Ancient",50,250,10,0.15,"Ancient",9,"JC",NA,250000,"DNA",1250,0,0,1250,1,43.82,39.56,32.54,98.57,"Non-treelike",0.0979302466236602,0.0003575,"no_TIGER_run",0.970538674308111,0.847831383239897,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_009_10_0.15_Ancient/exp2_00250_0050_009_10_0.15_Ancient_output_alignment.fa"
590,"exp2_00250_0050_010_10_0.15_Ancient",50,250,10,0.15,"Ancient",10,"JC",NA,250000,"DNA",1250,0,0,1250,1,46.34,43.25,29.98,93.07,"Non-treelike",0.0847116347205865,0.00036376,"no_TIGER_run",0.95875762938897,0.860213729325214,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_010_10_0.15_Ancient/exp2_00250_0050_010_10_0.15_Ancient_output_alignment.fa"
591,"exp2_00250_0100_001_10_0.15_Ancient",100,250,10,0.15,"Ancient",1,"JC",NA,250000,"DNA",2500,0,0,2500,1,41.81,37.3,30.53,91.93,"Non-treelike",0.0751564636607379,0.00030932,"no_TIGER_run",0.91927547135183,0.771127280777735,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_001_10_0.15_Ancient/exp2_00250_0100_001_10_0.15_Ancient_output_alignment.fa"
592,"exp2_00250_0100_002_10_0.15_Ancient",100,250,10,0.15,"Ancient",2,"JC",NA,250000,"DNA",2499,1,0,2500,0.9996,40.71,37.82,30.33,90.88,"Non-treelike",0.123873900528613,0.00038078,"no_TIGER_run",0.895324196797839,0.769191380396217,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_002_10_0.15_Ancient/exp2_00250_0100_002_10_0.15_Ancient_output_alignment.fa"
593,"exp2_00250_0100_003_10_0.15_Ancient",100,250,10,0.15,"Ancient",3,"JC",NA,250000,"DNA",2500,0,0,2500,1,41.51,37.71,29.61,96.56,"Non-treelike",0.121242517703076,0.00057489,"no_TIGER_run",0.912949896006117,0.789879420291299,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_003_10_0.15_Ancient/exp2_00250_0100_003_10_0.15_Ancient_output_alignment.fa"
594,"exp2_00250_0100_004_10_0.15_Ancient",100,250,10,0.15,"Ancient",4,"JC",NA,250000,"DNA",2499,1,0,2500,0.9996,39.18,36.99,30.16,91.55,"Non-treelike",0.183819444044216,0.00063786,"no_TIGER_run",0.891122752500975,0.709913767103443,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_004_10_0.15_Ancient/exp2_00250_0100_004_10_0.15_Ancient_output_alignment.fa"
595,"exp2_00250_0100_005_10_0.15_Ancient",100,250,10,0.15,"Ancient",5,"JC",NA,250000,"DNA",2500,0,0,2500,1,41.66,38.04,29.2,85.23,"Non-treelike",0.0836259368737156,0.00039646,"no_TIGER_run",0.907739354373907,0.755015035823693,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_005_10_0.15_Ancient/exp2_00250_0100_005_10_0.15_Ancient_output_alignment.fa"
596,"exp2_00250_0100_006_10_0.15_Ancient",100,250,10,0.15,"Ancient",6,"JC",NA,250000,"DNA",2497,3,0,2500,0.9988,40.49,37,29.5,97.16,"Treelike",0.101200208764848,0.00017011,"no_TIGER_run",0.949311634446672,0.788803577335315,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_006_10_0.15_Ancient/exp2_00250_0100_006_10_0.15_Ancient_output_alignment.fa"
597,"exp2_00250_0100_007_10_0.15_Ancient",100,250,10,0.15,"Ancient",7,"JC",NA,250000,"DNA",2499,1,0,2500,0.9996,39.79,36.81,31.5,94.12,"Non-treelike",0.147074334576318,0.00057195,"no_TIGER_run",0.870757386922401,0.74190108906916,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_007_10_0.15_Ancient/exp2_00250_0100_007_10_0.15_Ancient_output_alignment.fa"
598,"exp2_00250_0100_008_10_0.15_Ancient",100,250,10,0.15,"Ancient",8,"JC",NA,250000,"DNA",2500,0,0,2500,1,40.68,37.33,29.22,88.02,"Non-treelike",0.112466300477416,0.0003958,"no_TIGER_run",0.92253495937258,0.761881115643363,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_008_10_0.15_Ancient/exp2_00250_0100_008_10_0.15_Ancient_output_alignment.fa"
599,"exp2_00250_0100_009_10_0.15_Ancient",100,250,10,0.15,"Ancient",9,"JC",NA,250000,"DNA",2498,2,0,2500,0.9992,41.02,37.87,29.6,89.67,"Non-treelike",0.140528605591091,0.00051216,"no_TIGER_run",0.888065041693028,0.753252573779324,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_009_10_0.15_Ancient/exp2_00250_0100_009_10_0.15_Ancient_output_alignment.fa"
600,"exp2_00250_0100_010_10_0.15_Ancient",100,250,10,0.15,"Ancient",10,"JC",NA,250000,"DNA",2497,3,0,2500,0.9988,40.02,37.13,29.93,94.2,"Non-treelike",0.186697637540993,0.00046786,"no_TIGER_run",0.889797936195988,0.787522786800521,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_010_10_0.15_Ancient/exp2_00250_0100_010_10_0.15_Ancient_output_alignment.fa"
601,"exp2_00250_0010_001_100_0.15_Ancient",10,250,100,0.15,"Ancient",1,"JC",NA,250000,"DNA",250,0,0,250,1,45.84,37.58,34.75,94.63,"Non-treelike",0.379440295640798,0.0023548,"no_TIGER_run",0.964404400706405,0.878055761122475,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_001_100_0.15_Ancient/exp2_00250_0010_001_100_0.15_Ancient_output_alignment.fa"
602,"exp2_00250_0010_002_100_0.15_Ancient",10,250,100,0.15,"Ancient",2,"JC",NA,250000,"DNA",250,0,0,250,1,54.83,43.17,33.64,98.97,"Non-treelike",0.231898725480485,0.0090732,"no_TIGER_run",0.987822865689597,0.90535454476953,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_002_100_0.15_Ancient/exp2_00250_0010_002_100_0.15_Ancient_output_alignment.fa"
603,"exp2_00250_0010_003_100_0.15_Ancient",10,250,100,0.15,"Ancient",3,"JC",NA,250000,"DNA",250,0,0,250,1,64.54,60.17,38.33,98.47,"Non-treelike",0.107550041031465,0.002077,"no_TIGER_run",0.991804777455832,0.922830715659399,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_003_100_0.15_Ancient/exp2_00250_0010_003_100_0.15_Ancient_output_alignment.fa"
604,"exp2_00250_0010_004_100_0.15_Ancient",10,250,100,0.15,"Ancient",4,"JC",NA,250000,"DNA",250,0,0,250,1,54.25,47.83,42.14,87.8,"Non-treelike",0.124840592878544,0.0011471,"no_TIGER_run",0.989504265655655,0.877822917051947,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_004_100_0.15_Ancient/exp2_00250_0010_004_100_0.15_Ancient_output_alignment.fa"
605,"exp2_00250_0010_005_100_0.15_Ancient",10,250,100,0.15,"Ancient",5,"JC",NA,250000,"DNA",250,0,0,250,1,54.68,45.18,40.94,97.28,"Non-treelike",0.13402420638718,0.0005988,"no_TIGER_run",0.990629667241063,0.921756401491567,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_005_100_0.15_Ancient/exp2_00250_0010_005_100_0.15_Ancient_output_alignment.fa"
606,"exp2_00250_0010_006_100_0.15_Ancient",10,250,100,0.15,"Ancient",6,"JC",NA,250000,"DNA",250,0,0,250,1,44.79,41.4,37.2,65.73,"Non-treelike",0.187563810398967,0.0011116,"no_TIGER_run",0.975336438425373,0.813785901838711,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_006_100_0.15_Ancient/exp2_00250_0010_006_100_0.15_Ancient_output_alignment.fa"
607,"exp2_00250_0010_007_100_0.15_Ancient",10,250,100,0.15,"Ancient",7,"JC",NA,250000,"DNA",250,0,0,250,1,46.33,39.31,34.87,66.52,"Non-treelike",0.385153777608463,0.0063957,"no_TIGER_run",0.980138789887602,0.740314678415858,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_007_100_0.15_Ancient/exp2_00250_0010_007_100_0.15_Ancient_output_alignment.fa"
608,"exp2_00250_0010_008_100_0.15_Ancient",10,250,100,0.15,"Ancient",8,"JC",NA,250000,"DNA",250,0,0,250,1,49.99,47.51,34.29,80.43,"Treelike",0.240837902437767,0.0008784,"no_TIGER_run",0.985424724368984,0.924259168563271,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_008_100_0.15_Ancient/exp2_00250_0010_008_100_0.15_Ancient_output_alignment.fa"
609,"exp2_00250_0010_009_100_0.15_Ancient",10,250,100,0.15,"Ancient",9,"JC",NA,250000,"DNA",250,0,0,250,1,52.23,44.59,33.57,96.93,"Treelike",0.185888084671557,0.0005664,"no_TIGER_run",0.990861808087668,0.962192142087645,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_009_100_0.15_Ancient/exp2_00250_0010_009_100_0.15_Ancient_output_alignment.fa"
610,"exp2_00250_0010_010_100_0.15_Ancient",10,250,100,0.15,"Ancient",10,"JC",NA,250000,"DNA",250,0,0,250,1,47.59,39.17,32.48,97.8,"Non-treelike",0.213362583483697,0.0002612,"no_TIGER_run",0.990410617409538,0.94021300178576,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0010_010_100_0.15_Ancient/exp2_00250_0010_010_100_0.15_Ancient_output_alignment.fa"
611,"exp2_00250_0020_001_100_0.15_Ancient",20,250,100,0.15,"Ancient",1,"JC",NA,250000,"DNA",500,0,0,500,1,51.82,41.84,33.25,84.92,"Non-treelike",0.10216851533935,0.00074805,"no_TIGER_run",0.970892610216262,0.891309372442873,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_001_100_0.15_Ancient/exp2_00250_0020_001_100_0.15_Ancient_output_alignment.fa"
612,"exp2_00250_0020_002_100_0.15_Ancient",20,250,100,0.15,"Ancient",2,"JC",NA,250000,"DNA",500,0,0,500,1,53.19,45.08,31.67,95.95,"Non-treelike",0.173378975743648,0.00191765,"no_TIGER_run",0.964009491200008,0.881131962116498,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_002_100_0.15_Ancient/exp2_00250_0020_002_100_0.15_Ancient_output_alignment.fa"
613,"exp2_00250_0020_003_100_0.15_Ancient",20,250,100,0.15,"Ancient",3,"JC",NA,250000,"DNA",500,0,0,500,1,53.05,50.16,30.84,99.73,"Non-treelike",0.121773556647156,0.00030255,"no_TIGER_run",0.994163679805755,0.962101178011215,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_003_100_0.15_Ancient/exp2_00250_0020_003_100_0.15_Ancient_output_alignment.fa"
614,"exp2_00250_0020_004_100_0.15_Ancient",20,250,100,0.15,"Ancient",4,"JC",NA,250000,"DNA",500,0,0,500,1,48.49,41.28,32.73,94.44,"Non-treelike",0.177225891777071,0.00072745,"no_TIGER_run",0.970856674705261,0.891019738430122,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_004_100_0.15_Ancient/exp2_00250_0020_004_100_0.15_Ancient_output_alignment.fa"
615,"exp2_00250_0020_005_100_0.15_Ancient",20,250,100,0.15,"Ancient",5,"JC",NA,250000,"DNA",500,0,0,500,1,56.44,52.3,33.36,98.25,"Non-treelike",0.077459178495393,0.00052755,"no_TIGER_run",0.984560450034609,0.943511338714593,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_005_100_0.15_Ancient/exp2_00250_0020_005_100_0.15_Ancient_output_alignment.fa"
616,"exp2_00250_0020_006_100_0.15_Ancient",20,250,100,0.15,"Ancient",6,"JC",NA,250000,"DNA",500,0,0,500,1,47.61,39.02,26.85,94.92,"Non-treelike",0.147855340431176,0.0005711,"no_TIGER_run",0.961697987013998,0.917211215575775,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_006_100_0.15_Ancient/exp2_00250_0020_006_100_0.15_Ancient_output_alignment.fa"
617,"exp2_00250_0020_007_100_0.15_Ancient",20,250,100,0.15,"Ancient",7,"JC",NA,250000,"DNA",499,1,0,500,0.998,50.06,45.49,30.51,97.57,"Non-treelike",0.115571979490466,0.0002138,"no_TIGER_run",0.983935393899638,0.917192532306533,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_007_100_0.15_Ancient/exp2_00250_0020_007_100_0.15_Ancient_output_alignment.fa"
618,"exp2_00250_0020_008_100_0.15_Ancient",20,250,100,0.15,"Ancient",8,"JC",NA,250000,"DNA",500,0,0,500,1,53.47,43.15,32.62,93.05,"Non-treelike",0.0902625032884598,0.0002486,"no_TIGER_run",0.980761011915918,0.930418092409073,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_008_100_0.15_Ancient/exp2_00250_0020_008_100_0.15_Ancient_output_alignment.fa"
619,"exp2_00250_0020_009_100_0.15_Ancient",20,250,100,0.15,"Ancient",9,"JC",NA,250000,"DNA",500,0,0,500,1,42.69,41.21,31.83,60.58,"Non-treelike",0.214840215214519,0.0011354,"no_TIGER_run",0.949020550943632,0.768023811704262,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_009_100_0.15_Ancient/exp2_00250_0020_009_100_0.15_Ancient_output_alignment.fa"
620,"exp2_00250_0020_010_100_0.15_Ancient",20,250,100,0.15,"Ancient",10,"JC",NA,250000,"DNA",500,0,0,500,1,52.78,43.41,31.13,92.86,"Non-treelike",0.0809231833728654,0.0003166,"no_TIGER_run",0.979875638784872,0.894936348895966,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0020_010_100_0.15_Ancient/exp2_00250_0020_010_100_0.15_Ancient_output_alignment.fa"
621,"exp2_00250_0050_001_100_0.15_Ancient",50,250,100,0.15,"Ancient",1,"JC",NA,250000,"DNA",1250,0,0,1250,1,46.72,40.7,31.48,90.58,"Non-treelike",0.0815385412852149,0.00046256,"no_TIGER_run",0.949866762228692,0.865825055109252,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_001_100_0.15_Ancient/exp2_00250_0050_001_100_0.15_Ancient_output_alignment.fa"
622,"exp2_00250_0050_002_100_0.15_Ancient",50,250,100,0.15,"Ancient",2,"JC",NA,250000,"DNA",1250,0,0,1250,1,43.95,40.35,31.27,95.11,"Non-treelike",0.0849917312601725,0.00025888,"no_TIGER_run",0.956085733404833,0.825821310292452,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_002_100_0.15_Ancient/exp2_00250_0050_002_100_0.15_Ancient_output_alignment.fa"
623,"exp2_00250_0050_003_100_0.15_Ancient",50,250,100,0.15,"Ancient",3,"JC",NA,250000,"DNA",1250,0,0,1250,1,44.67,40.02,32.15,74.19,"Non-treelike",0.128929003585336,0.00063236,"no_TIGER_run",0.933263283062863,0.832016827683556,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_003_100_0.15_Ancient/exp2_00250_0050_003_100_0.15_Ancient_output_alignment.fa"
624,"exp2_00250_0050_004_100_0.15_Ancient",50,250,100,0.15,"Ancient",4,"JC",NA,250000,"DNA",1249,1,0,1250,0.9992,42.46,37.94,32.47,99.05,"Non-treelike",0.236737827482378,0.00108238,"no_TIGER_run",0.947476480362385,0.858148783425205,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_004_100_0.15_Ancient/exp2_00250_0050_004_100_0.15_Ancient_output_alignment.fa"
625,"exp2_00250_0050_005_100_0.15_Ancient",50,250,100,0.15,"Ancient",5,"JC",NA,250000,"DNA",1250,0,0,1250,1,46.46,39.59,30.49,94.25,"Non-treelike",0.144798621229021,0.00066374,"no_TIGER_run",0.939344251107895,0.864674380872612,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_005_100_0.15_Ancient/exp2_00250_0050_005_100_0.15_Ancient_output_alignment.fa"
626,"exp2_00250_0050_006_100_0.15_Ancient",50,250,100,0.15,"Ancient",6,"JC",NA,250000,"DNA",1249,1,0,1250,0.9992,42.17,38.43,32.26,83.39,"Non-treelike",0.148825365626913,0.00077498,"no_TIGER_run",0.902548230153703,0.748016255423683,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_006_100_0.15_Ancient/exp2_00250_0050_006_100_0.15_Ancient_output_alignment.fa"
627,"exp2_00250_0050_007_100_0.15_Ancient",50,250,100,0.15,"Ancient",7,"JC",NA,250000,"DNA",1250,0,0,1250,1,45.13,40.09,30.66,98.29,"Treelike",0.086099628318126,0.00016724,"no_TIGER_run",0.968040603900847,0.896743734978109,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_007_100_0.15_Ancient/exp2_00250_0050_007_100_0.15_Ancient_output_alignment.fa"
628,"exp2_00250_0050_008_100_0.15_Ancient",50,250,100,0.15,"Ancient",8,"JC",NA,250000,"DNA",1250,0,0,1250,1,43.4,38.22,32.26,95.62,"Non-treelike",0.175557695597008,0.00099952,"no_TIGER_run",0.922072453819703,0.82652611659559,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_008_100_0.15_Ancient/exp2_00250_0050_008_100_0.15_Ancient_output_alignment.fa"
629,"exp2_00250_0050_009_100_0.15_Ancient",50,250,100,0.15,"Ancient",9,"JC",NA,250000,"DNA",1250,0,0,1250,1,43.69,39.11,31.06,84.17,"Non-treelike",0.11306507290035,0.0006144,"no_TIGER_run",0.919710881239006,0.815911127455719,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_009_100_0.15_Ancient/exp2_00250_0050_009_100_0.15_Ancient_output_alignment.fa"
630,"exp2_00250_0050_010_100_0.15_Ancient",50,250,100,0.15,"Ancient",10,"JC",NA,250000,"DNA",1250,0,0,1250,1,48.02,41.6,30.94,96.38,"Non-treelike",0.0721320167452437,0.00062086,"no_TIGER_run",0.980089666091247,0.885757776527896,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0050_010_100_0.15_Ancient/exp2_00250_0050_010_100_0.15_Ancient_output_alignment.fa"
631,"exp2_00250_0100_001_100_0.15_Ancient",100,250,100,0.15,"Ancient",1,"JC",NA,250000,"DNA",2499,1,0,2500,0.9996,40.16,37.22,29.97,92.25,"Non-treelike",0.144757163935184,0.00068015,"no_TIGER_run",0.861809406937412,0.717822584360463,"/data/caitlin/treelikeness_metrics/exp_2/exp2_00250_0100_001_100_0.15_Ancient/exp2_00250_0100_001_100_0.15_Ancient_output_alignment.fa"
