"num_reps","num_taxa","num_trees","tree_depth","alisim_gene_models","alisim_gene_tree_length","total_alignment_length","sequence_type","uid","st_rt_max_branching_times_min","st_rt_max_branching_times_1st_qu","st_rt_max_branching_times_median","st_rt_max_branching_times_mean","st_rt_max_branching_times_3rd_qu","st_rt_max_branching_times_max","st_rt_tree_height_min","st_rt_tree_height_1st_qu","st_rt_tree_height_median","st_rt_tree_height_mean","st_rt_tree_height_3rd_qu","st_rt_tree_height_max","st_rt_crown_age_min","st_rt_crown_age_1st_qu","st_rt_crown_age_median","st_rt_crown_age_mean","st_rt_crown_age_3rd_qu","st_rt_crown_age_max","st_ext_max_branching_times_min","st_ext_max_branching_times_1st_qu","st_ext_max_branching_times_median","st_ext_max_branching_times_mean","st_ext_max_branching_times_3rd_qu","st_ext_max_branching_times_max","st_ext_tree_height_min","st_ext_tree_height_1st_qu","st_ext_tree_height_median","st_ext_tree_height_mean","st_ext_tree_height_3rd_qu","st_ext_tree_height_max","st_ext_crown_age_min","st_ext_crown_age_1st_qu","st_ext_crown_age_median","st_ext_crown_age_mean","st_ext_crown_age_3rd_qu","st_ext_crown_age_max","st_coal_max_branching_times_min","st_coal_max_branching_times_1st_qu","st_coal_max_branching_times_median","st_coal_max_branching_times_mean","st_coal_max_branching_times_3rd_qu","st_coal_max_branching_times_max","st_coal_tree_height_min","st_coal_tree_height_1st_qu","st_coal_tree_height_median","st_coal_tree_height_mean","st_coal_tree_height_3rd_qu","st_coal_tree_height_max","st_coal_crown_age_min","st_coal_crown_age_1st_qu","st_coal_crown_age_median","st_coal_crown_age_mean","st_coal_crown_age_3rd_qu","st_coal_crown_age_max"
7,20,50,1,"JC",NA,10000,"DNA","ts_00050_0020_007_1",0.946284360555857,1,1,2.51583631610162,1.42871572141575,51.5259001685769,1.00878274156566,1.71314549077195,2.19985015439473,4.43651790651646,3.77985587418805,80.8387929544808,1.00878274156566,1.71314549077195,2.19985015439473,4.43651790651646,3.77985587418805,80.8387929544808,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,20,50,1,"JC",NA,10000,"DNA","ts_00050_0020_008_1",0.953752243281807,1,1,2.0910265938799,2.00007600702142,12.510269289009,1.03763896169999,1.73858539602594,2.38339554443837,3.90254402908531,3.95990458178191,23.1236971611236,1.03763896169999,1.73858539602594,2.38339554443837,3.90254402908531,3.95990458178191,23.1236971611236,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,20,50,1,"JC",NA,10000,"DNA","ts_00050_0020_009_1",0.953587343774735,1,1,6.22547076558378,1.692187680143,233.167564841623,1.17371931065935,1.92088337890423,2.55917176252457,16.9495418513011,3.64298545585866,700.97385777688,1.17371931065935,1.92088337890423,2.55917176252457,16.9495418513011,3.64298545585866,700.97385777688,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,20,50,1,"JC",NA,10000,"DNA","ts_00050_0020_010_1",0.665194963740164,1,1.04996301757158,1.53635078263552,1.66224639464719,7.30948714258679,1.07516625972788,1.85140126781523,2.26144008841696,3.12109772123477,3.427652689989,17.4031743637534,1.07516625972788,1.85140126781523,2.26144008841696,3.12109772123477,3.427652689989,17.4031743637534,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,20,50,1,"JC",NA,10000,"DNA","ts_00050_0020_011_1",0.947510883725622,1,1,1.45581920083019,1.76392326700306,3.9373887647917,1,1.78474834915422,2.58140048247764,3.22507564043032,3.73147999040909,20.1603719167514,1,1.78474834915422,2.58140048247764,3.22507564043032,3.73147999040909,20.1603719167514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,20,50,1,"JC",NA,10000,"DNA","ts_00050_0020_012_1",0.823464900532645,1,1,2.88902951050844,1.62220841130595,40.2069803329639,1,1.60942911377205,2.18758144231229,4.12877247683424,3.53921848332937,49.2383326253466,1,1.60942911377205,2.18758144231229,4.12877247683424,3.53921848332937,49.2383326253466,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,20,50,1,"JC",NA,10000,"DNA","ts_00050_0020_013_1",1,1,1.06519681792692,1.62851083558967,1.90295777019539,6.17851210334393,1,2.09529157339144,2.66381434486071,4.52555921804513,3.80823011818778,36.0382422270206,1,2.09529157339144,2.66381434486071,4.52555921804513,3.80823011818778,36.0382422270206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,20,50,1,"JC",NA,10000,"DNA","ts_00050_0020_014_1",0.773912371197019,1,1,1.53938253588895,1.39426990833401,9.97954037234336,1,1.55098293922865,2.24850584571627,2.92042182151447,2.88081037656967,17.2849831005582,1,1.55098293922865,2.24850584571627,2.92042182151447,2.88081037656967,17.2849831005582,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,20,50,1,"JC",NA,10000,"DNA","ts_00050_0020_015_1",1,1,1.15232905219149,2.50963080710679,2.49434356606547,25.1809909770451,1,1.92306733738644,2.77209782780917,5.54001021439092,4.94624205602119,74.6024758758769,1,1.92306733738644,2.77209782780917,5.54001021439092,4.94624205602119,74.6024758758769,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,20,50,1,"JC",NA,10000,"DNA","ts_00050_0020_016_1",0.858486536723476,1,1,1.63607022065342,1.60934476761531,7.63763959338353,1.07311021192662,1.63722961795268,2.35789917580091,3.00331303563321,3.64182508446018,15.51478859367,1.07311021192662,1.63722961795268,2.35789917580091,3.00331303563321,3.64182508446018,15.51478859367,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,20,50,1,"JC",NA,10000,"DNA","ts_00050_0020_017_1",1,1,1,2.23447350269812,1.53656948796787,42.9145620063142,1.28267107306243,1.67852236389937,2.17423118437828,4.31996849903671,3.205093222644,70.2501960824594,1.28267107306243,1.67852236389937,2.17423118437828,4.31996849903671,3.205093222644,70.2501960824594,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,20,50,1,"JC",NA,10000,"DNA","ts_00050_0020_018_1",0.801310032305507,1,1,1.95906479527808,1.11546163479868,35.3439561860307,1,1.50463950150414,2.41593426720748,3.71822657553165,3.45755009411166,59.7282819533977,1,1.50463950150414,2.41593426720748,3.71822657553165,3.45755009411166,59.7282819533977,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,20,50,1,"JC",NA,10000,"DNA","ts_00050_0020_019_1",0.994107864168541,1,1,1.34823200199811,1.4905606703658,5.04231715502362,1.05569777504114,1.59314601632361,2.03227891304613,2.65867305971429,2.76633694580349,13.6883893155805,1.05569777504114,1.59314601632361,2.03227891304613,2.65867305971429,2.76633694580349,13.6883893155805,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,20,50,1,"JC",NA,10000,"DNA","ts_00050_0020_020_1",0.922153762177589,1,1.00630831612539,1.92423617464865,2.09497002801673,10.7084671663143,1,1.68145564167788,2.21215497182029,3.17227588698502,3.5099685821833,18.0167320289878,1,1.68145564167788,2.21215497182029,3.17227588698502,3.5099685821833,18.0167320289878,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,50,50,1,"JC",NA,10000,"DNA","ts_00050_0050_001_1",0.962614299673433,1,1,1.45895712798809,1.45784509938003,5.1058874261533,1.14551004847245,1.99333090134287,2.83998414154394,3.32775861898453,3.61767768246718,12.0266627146931,1.14551004847245,1.99333090134287,2.83998414154394,3.32775861898453,3.61767768246718,12.0266627146931,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,50,50,1,"JC",NA,10000,"DNA","ts_00050_0050_002_1",1,1,1,1.43571081819586,1.6916262608273,4.93220993946143,1.08766828722816,1.80752423218052,2.61970828207277,2.88394215005999,3.35075583092437,8.09753776084988,1.08766828722816,1.80752423218052,2.61970828207277,2.88394215005999,3.35075583092437,8.09753776084988,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,50,50,1,"JC",NA,10000,"DNA","ts_00050_0050_003_1",0.946312040608564,1,1,3.6166160686082,1.60703763310143,98.9295746399625,1.1663676386987,1.87641106153575,2.77341181064753,6.51063038650647,4.42239941903643,135.836326111651,1.1663676386987,1.87641106153575,2.77341181064753,6.51063038650647,4.42239941903643,135.836326111651,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,50,50,1,"JC",NA,10000,"DNA","ts_00050_0050_004_1",0.787614415984164,1,1,1.52197380820137,1.60563589989108,5.6292835855797,1.13536523251169,1.80800648136294,2.60226338501768,3.10738496510857,3.29330470953774,12.2752841599294,1.13536523251169,1.80800648136294,2.60226338501768,3.10738496510857,3.29330470953774,12.2752841599294,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,50,50,1,"JC",NA,10000,"DNA","ts_00050_0050_005_1",0.916677249145388,1,1.06445992673577,1.563938056193,1.46314568533398,8.97146949741042,1.23943699702265,1.96024977490664,2.56065365929789,3.62449418496948,3.52203240760161,21.2391822920482,1.23943699702265,1.96024977490664,2.56065365929789,3.62449418496948,3.52203240760161,21.2391822920482,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,50,50,1,"JC",NA,10000,"DNA","ts_00050_0050_006_1",1,1,1,1.60012868018835,1.58269641801543,6.43056281656242,1.22602254667995,1.91235711429195,2.61143534343389,3.47318027182814,4.21622056766707,15.86936025143,1.22602254667995,1.91235711429195,2.61143534343389,3.47318027182814,4.21622056766707,15.86936025143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,50,50,1,"JC",NA,10000,"DNA","ts_00050_0050_007_1",0.750622684744142,1,1,1.5807639494552,1.51631996093778,7.91359973688189,1,1.85570031557715,2.7947098647078,3.79482037894179,4.59340444227728,17.2007112134183,1,1.85570031557715,2.7947098647078,3.79482037894179,4.59340444227728,17.2007112134183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,50,50,1,"JC",NA,10000,"DNA","ts_00050_0050_008_1",0.910794793002236,1,1,1.49254242721094,1.55494663841254,5.66708515401712,1.12847920236582,1.92577173638541,2.99104523172232,3.37393554151861,3.82050699708829,13.4300269622851,1.12847920236582,1.92577173638541,2.99104523172232,3.37393554151861,3.82050699708829,13.4300269622851,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,50,50,1,"JC",NA,10000,"DNA","ts_00050_0050_009_1",0.971790537848723,1,1.25372612616745,1.85325456524864,1.87520302097123,7.30421711467371,1.21661310624346,2.07606813657636,3.08667494267513,4.01141192373769,4.33934754578844,19.5798696431495,1.21661310624346,2.07606813657636,3.08667494267513,4.01141192373769,4.33934754578844,19.5798696431495,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,50,50,1,"JC",NA,10000,"DNA","ts_00050_0050_010_1",0.827402425978216,1,1.0557624551425,1.56696137273817,1.8538555435745,5.11502511869457,1.42589369203481,2.07293150656401,2.76728088487517,4.08662827986734,3.91402578300632,19.1141517459572,1.42589369203481,2.07293150656401,2.76728088487517,4.08662827986734,3.91402578300632,19.1141517459572,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,50,50,1,"JC",NA,10000,"DNA","ts_00050_0050_011_1",0.858803465061056,1,1,1.25215053470705,1.24264650123217,4.08491197526377,1.12878035635697,1.83494823219559,2.47013809324412,2.942867612004,3.66028623648144,9.22914497370746,1.12878035635697,1.83494823219559,2.47013809324412,2.942867612004,3.66028623648144,9.22914497370746,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,50,50,1,"JC",NA,10000,"DNA","ts_00050_0050_012_1",0.953480414810847,1,1,1.10421788891454,1,2.34211993852011,1.08002345566963,1.79701881279361,2.3220653259883,2.80639379237181,3.46023015102188,10.9658166049733,1.08002345566963,1.79701881279361,2.3220653259883,2.80639379237181,3.46023015102188,10.9658166049733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,50,50,1,"JC",NA,10000,"DNA","ts_00050_0050_013_1",0.78864700495145,1,1,1.44054459574774,1.33663956489404,5.83076782368841,1,1.9527878128411,2.39094525193597,3.28326553392825,3.97611259021087,11.2986979448796,1,1.9527878128411,2.39094525193597,3.28326553392825,3.97611259021087,11.2986979448796,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,50,50,1,"JC",NA,10000,"DNA","ts_00050_0050_014_1",0.898725331999786,1,1,1.65632116644504,1.49815875606357,7.17793535950556,1.19260019445859,2.11345511151629,3.07078829035158,3.68924807830443,4.90026907336205,10.5200795627507,1.19260019445859,2.11345511151629,3.07078829035158,3.68924807830443,4.90026907336205,10.5200795627507,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,50,50,1,"JC",NA,10000,"DNA","ts_00050_0050_015_1",1,1,1,1.56986640298788,1.43208180629073,11.2671567941174,1.27683658105474,1.99655210376176,2.5666516667473,3.4307332346826,4.09122375351329,14.4703932344183,1.27683658105474,1.99655210376176,2.5666516667473,3.4307332346826,4.09122375351329,14.4703932344183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,50,50,1,"JC",NA,10000,"DNA","ts_00050_0050_016_1",0.793347785992472,1,1,2.76573238613428,1.3281676588183,67.8665950243275,1.14707460752951,2.06933840912819,2.51383024626632,4.96864364236147,3.82395787508392,68.3517137817112,1.14707460752951,2.06933840912819,2.51383024626632,4.96864364236147,3.82395787508392,68.3517137817112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,50,50,1,"JC",NA,10000,"DNA","ts_00050_0050_017_1",0.759002592980982,1,1.03731035959823,1.65518625130451,1.73025673682057,11.2818703936269,1.0270390123397,2.01204205836105,2.90304525477927,3.39620539150946,3.96630484236721,18.2456736588494,1.0270390123397,2.01204205836105,2.90304525477927,3.39620539150946,3.96630484236721,18.2456736588494,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,50,50,1,"JC",NA,10000,"DNA","ts_00050_0050_018_1",1,1,1.13589845343597,1.55392997129966,1.80516988921109,6.57263211993547,1.36910918203283,2.186223373829,2.67896918352167,3.5172254269287,3.94319711372087,10.9617108073483,1.36910918203283,2.186223373829,2.67896918352167,3.5172254269287,3.94319711372087,10.9617108073483,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,50,50,1,"JC",NA,10000,"DNA","ts_00050_0050_019_1",1,1,1.08807524411189,1.76230725841685,1.53005847391761,15.4615161465617,1.24502308133932,1.82551473201686,2.21145191708112,3.77177811043671,3.44890269946961,32.8869521670382,1.24502308133932,1.82551473201686,2.21145191708112,3.77177811043671,3.44890269946961,32.8869521670382,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,50,50,1,"JC",NA,10000,"DNA","ts_00050_0050_020_1",0.861900343907585,1,1,1.65828762111124,1.43880386167642,9.37426838696015,1.21038658227402,2.11506449763508,2.90031829388478,3.64227750184005,3.61306085077337,12.6397458664376,1.21038658227402,2.11506449763508,2.90031829388478,3.64227750184005,3.61306085077337,12.6397458664376,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,100,50,1,"JC",NA,10000,"DNA","ts_00050_0100_001_1",0.818798041805528,1,1.17246637185423,1.60741450776955,1.56932335406736,14.4633927721458,1.25004427408658,2.14202739155995,2.64001102901442,4.12932843272175,4.20437922694808,32.6731821253685,1.25004427408658,2.14202739155995,2.64001102901442,4.12932843272175,4.20437922694808,32.6731821253685,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,100,50,1,"JC",NA,10000,"DNA","ts_00050_0100_002_1",0.953642272185102,1,1.0044245414667,1.32639699027368,1.55538868647264,3.17586911138248,1.17487877084703,2.10225792119193,2.50736081945106,3.12836477184717,3.79796145472994,8.66245117319736,1.17487877084703,2.10225792119193,2.50736081945106,3.12836477184717,3.79796145472994,8.66245117319736,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,100,50,1,"JC",NA,10000,"DNA","ts_00050_0100_003_1",0.685188285604106,1,1.08229288854389,1.37774237638928,1.53729346788144,4.25813768592748,1.29938806440526,2.39874619503381,3.2277898984516,3.75425267198055,3.77833478991503,16.7348571202581,1.29938806440526,2.39874619503381,3.2277898984516,3.75425267198055,3.77833478991503,16.7348571202581,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,100,50,1,"JC",NA,10000,"DNA","ts_00050_0100_004_1",0.992308248821563,1,1,2.10872640462384,1.40324233461384,18.7672918423278,1.21241488669961,2.12328590238865,3.22340471748862,4.8095424924109,4.46077983822123,34.7305914920196,1.21241488669961,2.12328590238865,3.22340471748862,4.8095424924109,4.46077983822123,34.7305914920196,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,100,50,1,"JC",NA,10000,"DNA","ts_00050_0100_005_1",1,1,1.18112987827896,1.29024357301011,1.46949020572511,3.09257747570118,1.36075765277069,2.09337523670269,2.78831997740262,3.2319467010349,4.00006134678938,10.8812084705562,1.36075765277069,2.09337523670269,2.78831997740262,3.2319467010349,4.00006134678938,10.8812084705562,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,100,50,1,"JC",NA,10000,"DNA","ts_00050_0100_006_1",0.90957704388887,1,1.03710246829551,1.50841399268545,1.79232107269815,4.23929510750815,1.34427993003627,2.24218174977619,3.23346823728358,3.77914691465743,4.82895153122963,10.7103912916224,1.34427993003627,2.24218174977619,3.23346823728358,3.77914691465743,4.82895153122963,10.7103912916224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,100,50,1,"JC",NA,10000,"DNA","ts_00050_0100_007_1",0.929938704792374,1,1,1.33006918205889,1.52992126890863,3.16656832117305,1.28534010540475,1.99985300897129,2.56800289251068,3.03089158391582,3.65349376549934,8.20080052822553,1.28534010540475,1.99985300897129,2.56800289251068,3.03089158391582,3.65349376549934,8.20080052822553,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,100,50,1,"JC",NA,10000,"DNA","ts_00050_0100_008_1",0.844281468799263,1,1,1.83526509370569,1.77383754456309,19.3972145580264,1.19185237383786,2.2904714009575,3.37606406081162,4.96614747902376,4.60187384798541,37.9121763755225,1.19185237383786,2.2904714009575,3.37606406081162,4.96614747902376,4.60187384798541,37.9121763755225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,100,50,1,"JC",NA,10000,"DNA","ts_00050_0100_009_1",0.824789372778756,1,1.02288608482636,1.4769944277683,1.44750821194389,6.04432043784784,1.20036552037558,2.01098140891095,2.67176911459544,3.589863002959,4.4623931217256,11.9351744558208,1.20036552037558,2.01098140891095,2.67176911459544,3.589863002959,4.4623931217256,11.9351744558208,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,100,50,1,"JC",NA,10000,"DNA","ts_00050_0100_010_1",0.86235188250324,1,1,1.59625023483075,1.53115648781651,14.6302636467696,1.38291348452814,2.1151548400441,2.73429251577125,4.60992003393667,3.61624520779013,69.7724766596258,1.38291348452814,2.1151548400441,2.73429251577125,4.60992003393667,3.61624520779013,69.7724766596258,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,100,50,1,"JC",NA,10000,"DNA","ts_00050_0100_011_1",0.891355213040736,1,1,1.42103320945835,1.36653995478645,7.45539998435272,1.32767063790618,2.04293701356582,2.78464364969087,4.39005513940097,4.13436383669797,43.4207104271594,1.32767063790618,2.04293701356582,2.78464364969087,4.39005513940097,4.13436383669797,43.4207104271594,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,100,50,1,"JC",NA,10000,"DNA","ts_00050_0100_012_1",0.928011472917394,1,1.00930432928459,1.5685684058764,1.34828096980726,12.3062914254512,1.37944991653459,2.05976902913241,2.6163278700691,3.56920164723855,3.79979395368721,20.1047303521815,1.37944991653459,2.05976902913241,2.6163278700691,3.56920164723855,3.79979395368721,20.1047303521815,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,100,50,1,"JC",NA,10000,"DNA","ts_00050_0100_013_1",0.969836055857307,1,1,1.23913524911775,1.29461187178351,3.39335800479516,1.37939541573126,1.99211089358492,2.80779406424389,3.70924120004776,4.83339539337186,13.2468524929766,1.37939541573126,1.99211089358492,2.80779406424389,3.70924120004776,4.83339539337186,13.2468524929766,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,100,50,1,"JC",NA,10000,"DNA","ts_00050_0100_014_1",0.901327635688483,1,1,1.28092548274488,1.33877574075872,3.52784644229164,1.18450516722347,2.22668664029003,3.01371418910136,3.33646326567502,4.02791262243637,10.5341778758279,1.18450516722347,2.22668664029003,3.01371418910136,3.33646326567502,4.02791262243637,10.5341778758279,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,100,50,1,"JC",NA,10000,"DNA","ts_00050_0100_015_1",0.90222778695163,1,1.31088776641695,1.56370735556567,1.84147291479017,4.95271654420348,1.40651714831684,2.13734208248798,3.21161468706729,3.67836312054105,4.08302102399936,16.898038806961,1.40651714831684,2.13734208248798,3.21161468706729,3.67836312054105,4.08302102399936,16.898038806961,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,100,50,1,"JC",NA,10000,"DNA","ts_00050_0100_016_1",0.782483063849251,1,1.12161661712831,2.24038814382586,1.68007785936695,30.7179021783637,1.40346363815556,2.29640864706218,3.89205038450389,5.39117935636088,5.06664799364539,69.1675864293321,1.40346363815556,2.29640864706218,3.89205038450389,5.39117935636088,5.06664799364539,69.1675864293321,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,100,50,1,"JC",NA,10000,"DNA","ts_00050_0100_017_1",0.913984531652166,1,1.03683321770102,1.55062773926512,1.59669803903784,5.06860850415611,1.60893884539103,2.46549131931164,2.94260185612376,3.72532067510259,4.71244018754273,10.2062662066083,1.60893884539103,2.46549131931164,2.94260185612376,3.72532067510259,4.71244018754273,10.2062662066083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,100,50,1,"JC",NA,10000,"DNA","ts_00050_0100_018_1",0.89917823249462,1,1.10616841946608,1.71059802111052,1.76499960056828,11.7100273511438,1.16092303103419,2.42905017503497,3.23776757692992,3.9803193971775,4.35796308553927,17.424334363439,1.16092303103419,2.42905017503497,3.23776757692992,3.9803193971775,4.35796308553927,17.424334363439,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,100,50,1,"JC",NA,10000,"DNA","ts_00050_0100_019_1",1,1,1,1.60386422587215,1.35116772261853,12.4593721264518,1.06516578484516,1.99535024969166,2.61374366347972,3.7773275474865,4.7110419786639,15.1129307974795,1.06516578484516,1.99535024969166,2.61374366347972,3.7773275474865,4.7110419786639,15.1129307974795,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,100,50,1,"JC",NA,10000,"DNA","ts_00050_0100_020_1",0.807706475690363,1,1,1.44127876941723,1.44912474820622,4.59564343208678,1.32127463583885,2.00930388973983,3.04848767841565,3.54190730347812,4.38708532430744,11.2928363456437,1.32127463583885,2.00930388973983,3.04848767841565,3.54190730347812,4.38708532430744,11.2928363456437,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,5,80,1,"JC",NA,10000,"DNA","ts_00080_0005_001_1",0.636622893096456,1,1,2.91954804404751,1.96758715030635,45.2910037228541,1,1.25466013074404,1.74286459404666,3.76737197479013,2.99082589565293,45.2910037228541,1,1.25466013074404,1.74286459404666,3.76737197479013,2.99082589565293,45.2910037228541,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
